,Unnamed: 0,VIVIENDA_REF_ID,SEG_REF_ID,LOC,CV12,CV13,CC4,CC5,CC6,CC7,CC9,CC10,CC11,CC12,AGLO,URP,CANTPERS,CANTHOG,CV951,CV94RA,CV952,MUNI,V0T,CV94,TIPOVIV,V4,CC8,V10,V5,V11,RADIO_REF_ID,FRAC_REF_ID,IDRADIO,DPTO_REF_ID,IDFRAC,PROV_REF_ID,IDDPTO,DPTO,NOMDEPTO,RC01
179151,179151,7406463,235683,18105030,3,4,2,1,1,1,1,1,1,2,103,1,2,1,100,1800,1405,180036,10,0,1,3,2,2,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179152,179152,7406464,235683,18105030,1,4,2,1,1,1,1,1,1,2,103,1,6,1,100,1800,1405,180036,10,0,1,0,2,1,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179153,179153,7406465,235683,18105030,9,15,2,1,1,1,1,1,1,2,103,1,0,0,100,1800,1405,180036,6,0,2,10,2,0,5,9,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179154,179154,7406466,235684,18105030,5,13,2,1,1,1,2,2,2,2,103,1,2,1,100,1800,1405,180036,10,0,1,2,2,3,4,5,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179155,179155,7406467,235684,18105030,9,15,2,1,1,1,2,2,2,2,103,1,0,0,100,1800,1405,180036,6,0,2,10,2,0,5,9,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179156,179156,7406468,235684,18105030,4,13,2,1,1,1,2,2,2,2,103,1,1,1,100,1800,1405,180036,10,0,1,2,2,3,4,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179157,179157,7406469,235684,18105030,1,11,2,1,1,1,2,2,2,2,103,1,6,1,100,1800,1405,180036,10,0,1,1,2,2,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179158,179158,7406470,235684,18105030,1,4,2,1,1,1,2,2,2,2,103,1,4,1,100,1800,1405,180036,10,0,1,0,2,1,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179159,179159,7406471,235684,18105030,1,11,2,1,1,1,2,2,2,2,103,1,4,1,100,1800,1405,180036,10,0,1,1,2,2,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179160,179160,7406472,235684,18105030,1,4,2,1,1,1,2,2,2,2,103,1,3,1,100,1800,1405,180036,10,0,1,1,2,2,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179161,179161,7406473,235684,18105030,1,11,2,1,1,1,2,2,2,2,103,1,5,1,100,1800,1405,180036,10,0,1,1,2,1,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179162,179162,7406474,235684,18105030,1,4,2,1,1,1,2,2,2,2,103,1,2,1,100,1800,1405,180036,10,0,1,1,2,1,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179163,179163,7406475,235684,18105030,1,11,2,1,1,1,2,2,2,2,103,1,6,1,100,1800,1405,180036,10,0,1,0,2,1,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179164,179164,7406476,235684,18105030,1,11,2,1,1,1,2,2,2,2,103,1,3,1,100,1800,1405,180036,10,0,1,1,2,3,4,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179165,179165,7406477,235684,18105030,1,4,2,1,1,1,2,2,2,2,103,1,5,1,100,1800,1405,180036,10,0,1,1,2,1,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179166,179166,7406478,235684,18105030,1,4,2,1,1,1,2,2,2,2,103,1,9,1,100,1800,1405,180036,10,0,1,1,2,3,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179167,179167,7406479,235684,18105030,1,4,2,1,1,1,2,2,2,2,103,1,4,1,100,1800,1405,180036,10,0,1,1,2,2,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179168,179168,7406480,235684,18105030,3,12,2,1,1,1,2,2,2,2,103,1,7,1,100,1800,1405,180036,10,0,1,2,2,3,4,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179169,179169,7406481,235684,18105030,9,15,2,1,1,1,2,2,2,2,103,1,0,0,100,1800,1405,180036,8,0,2,10,2,0,5,9,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179170,179170,7406482,235684,18105030,1,4,2,1,1,1,2,2,2,2,103,1,7,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179171,179171,7406483,235684,18105030,1,10,2,1,1,1,2,2,2,2,103,1,5,1,100,1800,1405,180036,10,0,1,0,2,1,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179172,179172,7406484,235684,18105030,4,13,2,1,1,1,2,2,2,2,103,1,1,1,100,1800,1405,180036,10,0,1,3,2,3,3,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179173,179173,7406485,235684,18105030,1,4,2,1,1,1,2,2,2,2,103,1,6,1,100,1800,1405,180036,10,0,1,1,2,1,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179174,179174,7406486,235684,18105030,4,4,2,1,1,1,2,2,2,2,103,1,3,1,100,1800,1405,180036,10,0,1,1,2,3,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179175,179175,7406487,235684,18105030,5,13,2,1,1,1,2,2,2,2,103,1,3,1,100,1800,1405,180036,10,0,1,2,2,3,4,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179176,179176,7406488,235684,18105030,4,11,2,1,1,1,2,2,2,2,103,1,7,1,100,1800,1405,180036,10,0,1,1,2,3,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179177,179177,7406489,235684,18105030,1,11,2,1,1,1,2,2,2,2,103,1,3,1,100,1800,1405,180036,10,0,1,1,2,3,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179178,179178,7406490,235684,18105030,1,4,2,1,1,1,2,2,2,2,103,1,3,1,100,1800,1405,180036,10,0,1,0,2,1,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179179,179179,7406491,235684,18105030,1,4,2,1,1,1,2,2,2,2,103,1,5,1,100,1800,1405,180036,10,0,1,1,2,2,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179180,179180,7406492,235684,18105030,1,7,2,1,1,1,2,2,2,2,103,1,4,1,100,1800,1405,180036,10,0,1,1,2,3,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179181,179181,7406493,235684,18105030,1,11,2,1,1,1,2,2,2,2,103,1,4,1,100,1800,1405,180036,10,0,1,1,2,3,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179182,179182,7406494,235684,18105030,1,4,2,1,1,1,2,2,2,2,103,1,4,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179183,179183,7406495,235684,18105030,1,4,2,1,1,1,2,2,2,2,103,1,3,1,100,1800,1405,180036,10,0,1,1,2,1,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179184,179184,7406496,235684,18105030,4,11,2,1,1,1,2,2,2,2,103,1,11,1,100,1800,1405,180036,10,0,1,1,2,3,4,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179185,179185,7406497,235684,18105030,1,10,2,1,1,1,2,2,2,2,103,1,11,1,100,1800,1405,180036,10,0,1,0,2,1,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179186,179186,7406498,235684,18105030,1,4,2,1,1,1,2,2,2,2,103,1,4,1,100,1800,1405,180036,10,0,1,1,2,1,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179187,179187,7406499,235684,18105030,1,4,2,1,1,1,2,2,2,2,103,1,4,1,100,1800,1405,180036,10,0,1,0,2,1,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179188,179188,7406500,235684,18105030,4,11,2,1,1,1,2,2,2,2,103,1,4,1,100,1800,1405,180036,10,0,1,1,2,3,4,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179189,179189,7406501,235684,18105030,5,12,2,1,1,1,2,2,2,2,103,1,1,1,100,1800,1405,180036,10,0,1,2,2,3,4,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179190,179190,7406502,235684,18105030,1,7,2,1,1,1,2,2,2,2,103,1,1,1,100,1800,1405,180036,10,0,1,1,2,1,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179191,179191,7406503,235684,18105030,3,13,2,1,1,1,2,2,2,2,103,1,3,1,100,1800,1405,180036,10,0,1,1,2,3,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179192,179192,7406504,235685,18105030,4,11,2,1,1,1,2,2,2,2,103,1,7,1,100,1800,1405,180036,10,0,1,1,2,1,4,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179193,179193,7406505,235685,18105030,1,11,2,1,1,1,2,2,2,2,103,1,3,1,100,1800,1405,180036,10,0,1,1,2,1,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179194,179194,7406506,235685,18105030,1,4,2,1,1,1,2,2,2,2,103,1,5,1,100,1800,1405,180036,10,0,1,0,2,1,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179195,179195,7406507,235685,18105030,4,10,2,1,1,1,2,2,2,2,103,1,5,1,100,1800,1405,180036,10,0,1,1,2,1,4,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179196,179196,7406508,235685,18105030,4,11,2,1,1,1,2,2,2,2,103,1,4,1,100,1800,1405,180036,10,0,1,1,2,3,4,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179197,179197,7406509,235685,18105030,4,11,2,1,1,1,2,2,2,2,103,1,2,1,100,1800,1405,180036,10,0,1,1,2,3,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179198,179198,7406510,235685,18105030,4,11,2,1,1,1,2,2,2,2,103,1,4,1,100,1800,1405,180036,10,0,1,1,2,3,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179199,179199,7406511,235685,18105030,4,11,2,1,1,1,2,2,2,2,103,1,5,1,100,1800,1405,180036,10,0,1,1,2,3,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179200,179200,7406512,235685,18105030,1,4,2,1,1,1,2,2,2,2,103,1,3,1,100,1800,1405,180036,10,0,1,1,2,3,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179201,179201,7406513,235685,18105030,1,11,2,1,1,1,2,2,2,2,103,1,3,1,100,1800,1405,180036,10,0,1,1,2,1,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179202,179202,7406514,235685,18105030,1,11,2,1,1,1,2,2,2,2,103,1,6,1,100,1800,1405,180036,10,0,1,1,2,3,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179203,179203,7406515,235685,18105030,1,11,2,1,1,1,2,2,2,2,103,1,6,1,100,1800,1405,180036,10,0,1,1,2,1,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179204,179204,7406516,235685,18105030,6,11,2,1,1,1,2,2,2,2,103,1,2,1,100,1800,1405,180036,10,0,1,1,2,3,4,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179205,179205,7406517,235685,18105030,9,15,2,1,1,1,2,2,2,2,103,1,0,0,100,1800,1405,180036,7,0,2,10,2,0,5,9,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179206,179206,7406518,235685,18105030,4,4,2,1,1,1,2,2,2,2,103,1,2,1,100,1800,1405,180036,10,0,1,1,2,3,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179207,179207,7406519,235685,18105030,6,13,2,1,1,1,2,2,2,2,103,1,7,1,100,1800,1405,180036,10,0,1,2,2,3,4,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179208,179208,7406520,235685,18105030,4,13,2,1,1,1,2,2,2,2,103,1,2,1,100,1800,1405,180036,10,0,1,1,2,1,4,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179209,179209,7406521,235685,18105030,4,11,2,1,1,1,2,2,2,2,103,1,5,1,100,1800,1405,180036,10,0,1,1,2,1,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179210,179210,7406522,235685,18105030,6,11,2,1,1,1,2,2,2,2,103,1,7,1,100,1800,1405,180036,10,0,1,1,2,3,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179211,179211,7406523,235685,18105030,4,11,2,1,1,1,2,2,2,2,103,1,6,1,100,1800,1405,180036,10,0,1,1,2,1,4,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179212,179212,7406524,235685,18105030,4,11,2,1,1,1,2,2,2,2,103,1,5,1,100,1800,1405,180036,10,0,1,1,2,1,4,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179213,179213,7406525,235685,18105030,9,15,2,1,1,1,2,2,2,2,103,1,0,0,100,1800,1405,180036,7,0,2,10,2,0,5,9,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179214,179214,7406526,235685,18105030,4,13,2,1,1,1,2,2,2,2,103,1,7,1,100,1800,1405,180036,10,0,1,1,2,3,4,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179215,179215,7406527,235685,18105030,9,15,2,1,1,1,2,2,2,2,103,1,0,0,100,1800,1405,180036,6,0,2,10,2,0,5,9,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179216,179216,7406528,235685,18105030,1,11,2,1,1,1,2,2,2,2,103,1,6,1,100,1800,1405,180036,10,0,1,1,2,2,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179217,179217,7406529,235685,18105030,4,11,2,1,1,1,2,2,2,2,103,1,5,1,100,1800,1405,180036,10,0,1,1,2,3,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179218,179218,7406530,235685,18105030,4,11,2,1,1,1,2,2,2,2,103,1,5,1,100,1800,1405,180036,10,0,1,1,2,3,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179219,179219,7406531,235685,18105030,1,4,2,1,1,1,2,2,2,2,103,1,7,1,100,1800,1405,180036,10,0,1,0,2,1,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179220,179220,7406532,235685,18105030,1,4,2,1,1,1,2,2,2,2,103,1,1,1,100,1800,1405,180036,10,0,1,1,2,1,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179221,179221,7406533,235685,18105030,4,11,2,1,1,1,2,2,2,2,103,1,5,1,100,1800,1405,180036,10,0,1,1,2,3,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179222,179222,7406534,235686,18105030,1,4,1,1,1,1,2,1,1,2,103,1,8,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179223,179223,7406535,235686,18105030,9,15,1,1,1,1,2,1,1,2,103,1,0,0,100,1800,1405,180036,4,0,2,10,2,0,5,9,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179224,179224,7406536,235686,18105030,1,11,1,1,1,1,2,1,1,2,103,1,6,1,100,1800,1405,180036,10,0,1,0,2,1,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179225,179225,7406537,235686,18105030,4,4,1,1,1,1,2,1,1,2,103,1,4,1,100,1800,1405,180036,10,0,1,1,2,2,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179226,179226,7406538,235686,18105030,9,15,1,1,1,1,2,1,1,2,103,1,0,0,100,1800,1405,180036,5,0,2,10,2,0,5,9,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179227,179227,7406539,235686,18105030,9,15,1,1,1,1,2,1,1,2,103,1,0,0,100,1800,1405,180036,1,0,2,10,2,0,5,9,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179228,179228,7406540,235686,18105030,1,4,1,1,1,1,2,1,1,2,103,1,4,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179229,179229,7406541,235686,18105030,1,4,1,1,1,1,2,1,1,2,103,1,7,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179230,179230,7406542,235686,18105030,1,4,1,1,1,1,2,1,1,2,103,1,1,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179231,179231,7406543,235686,18105030,1,4,1,1,1,1,2,1,1,2,103,1,3,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179232,179232,7406544,235686,18105030,1,4,1,1,1,1,2,1,1,2,103,1,6,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179233,179233,7406545,235686,18105030,1,4,1,1,1,1,2,1,1,2,103,1,6,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179234,179234,7406546,235686,18105030,1,4,1,1,1,1,2,1,1,2,103,1,1,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179235,179235,7406547,235686,18105030,1,4,1,1,1,1,2,1,1,2,103,1,6,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179236,179236,7406548,235686,18105030,1,4,1,1,1,1,2,1,1,2,103,1,6,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179237,179237,7406549,235686,18105030,1,4,1,1,1,1,2,1,1,2,103,1,3,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179238,179238,7406550,235686,18105030,1,4,1,1,1,1,2,1,1,2,103,1,5,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179239,179239,7406551,235686,18105030,1,4,1,1,1,1,2,1,1,2,103,1,4,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179240,179240,7406552,235686,18105030,1,4,1,1,1,1,2,1,1,2,103,1,4,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179241,179241,7406553,235686,18105030,1,4,1,1,1,1,2,1,1,2,103,1,6,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179242,179242,7406554,235686,18105030,1,4,1,1,1,1,2,1,1,2,103,1,8,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179243,179243,7406555,235686,18105030,9,15,1,1,1,1,2,1,1,2,103,1,0,0,100,1800,1405,180036,1,0,2,10,2,0,5,9,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179244,179244,7406556,235686,18105030,1,4,1,1,1,1,2,1,1,2,103,1,4,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179245,179245,7406557,235686,18105030,1,4,1,1,1,1,2,1,1,2,103,1,6,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179246,179246,7406558,235686,18105030,1,4,1,1,1,1,2,1,1,2,103,1,1,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179247,179247,7406559,235686,18105030,1,4,1,1,1,1,2,1,1,2,103,1,2,1,100,1800,1405,180036,10,0,1,1,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179248,179248,7406560,235686,18105030,1,4,1,1,1,1,2,1,1,2,103,1,2,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179249,179249,7406561,235686,18105030,1,4,1,1,1,1,2,1,1,2,103,1,4,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179250,179250,7406562,235686,18105030,1,4,1,1,1,1,2,1,1,2,103,1,11,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179251,179251,7406563,235686,18105030,1,4,1,1,1,1,2,1,1,2,103,1,4,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179252,179252,7406564,235686,18105030,1,4,1,1,1,1,2,1,1,2,103,1,4,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179253,179253,7406565,235686,18105030,1,4,1,1,1,1,2,1,1,2,103,1,7,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179254,179254,7406566,235686,18105030,1,4,1,1,1,1,2,1,1,2,103,1,2,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179255,179255,7406567,235686,18105030,1,4,1,1,1,1,2,1,1,2,103,1,7,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179256,179256,7406568,235686,18105030,1,4,1,1,1,1,2,1,1,2,103,1,3,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179257,179257,7406569,235687,18105030,4,11,1,1,1,1,1,1,1,1,103,1,6,1,100,1800,1405,180036,10,0,1,1,2,1,4,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179258,179258,7406570,235687,18105030,9,15,1,1,1,1,1,1,1,1,103,1,0,0,100,1800,1405,180036,6,0,2,10,2,0,5,9,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179259,179259,7406571,235687,18105030,4,4,1,1,1,1,1,1,1,1,103,1,2,1,100,1800,1405,180036,10,0,1,0,2,1,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179260,179260,7406572,235687,18105030,1,4,1,1,1,1,1,1,1,1,103,1,3,1,100,1800,1405,180036,10,0,1,1,2,2,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179261,179261,7406573,235687,18105030,1,11,1,1,1,1,1,1,1,1,103,1,3,1,100,1800,1405,180036,10,0,1,0,2,1,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179262,179262,7406574,235687,18105030,1,4,1,1,1,1,1,1,1,1,103,1,2,1,100,1800,1405,180036,10,0,1,0,2,1,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179263,179263,7406575,235687,18105030,1,4,1,1,1,1,1,1,1,1,103,1,3,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179264,179264,7406576,235687,18105030,9,15,1,1,1,1,1,1,1,1,103,1,0,0,100,1800,1405,180036,1,0,2,10,2,0,5,9,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179265,179265,7406577,235687,18105030,1,4,1,1,1,1,1,1,1,1,103,1,7,1,100,1800,1405,180036,10,0,1,0,2,1,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179266,179266,7406578,235687,18105030,1,11,1,1,1,1,1,1,1,1,103,1,2,1,100,1800,1405,180036,10,0,1,0,2,1,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179267,179267,7406579,235687,18105030,1,4,1,1,1,1,1,1,1,1,103,1,12,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179268,179268,7406580,235687,18105030,1,4,1,1,1,1,1,1,1,1,103,1,9,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179269,179269,7406581,235687,18105030,1,4,1,1,1,1,1,1,1,1,103,1,5,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179270,179270,7406582,235687,18105030,1,4,1,1,1,1,1,1,1,1,103,1,2,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179271,179271,7406583,235687,18105030,1,5,1,1,1,1,1,1,1,1,103,1,2,1,100,1800,1405,180036,10,0,1,0,2,1,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179272,179272,7406584,235687,18105030,1,4,1,1,1,1,1,1,1,1,103,1,4,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179273,179273,7406585,235687,18105030,1,4,1,1,1,1,1,1,1,1,103,1,2,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179274,179274,7406586,235687,18105030,1,4,1,1,1,1,1,1,1,1,103,1,3,1,100,1800,1405,180036,10,0,1,1,2,1,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179275,179275,7406587,235687,18105030,1,4,1,1,1,1,1,1,1,1,103,1,2,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179276,179276,7406588,235687,18105030,9,15,1,1,1,1,1,1,1,1,103,1,0,0,100,1800,1405,180036,2,0,2,10,2,0,5,9,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179277,179277,7406589,235687,18105030,1,4,1,1,1,1,1,1,1,1,103,1,2,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179278,179278,7406590,235687,18105030,1,11,1,1,1,1,1,1,1,1,103,1,4,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179279,179279,7406591,235687,18105030,1,4,1,1,1,1,1,1,1,1,103,1,6,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179280,179280,7406592,235687,18105030,1,4,1,1,1,1,1,1,1,1,103,1,3,1,100,1800,1405,180036,10,0,1,0,2,1,1,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
179281,179281,7406593,235687,18105030,1,11,1,1,1,1,1,1,1,1,103,1,4,1,100,1800,1405,180036,10,0,1,0,2,1,2,1,26268,2455,04,212,01,5,105,18105,Mercedes                                          ,181050104
