,HOGAR_REF_ID,VIVIENDA_REF_ID,IDHOGAR,CATCUARTH,COMBUSTIH,INODOROH,DESAGINH,PROPVIVH,CANTPERH,VIEMERGH,CMH31PEHP,CMH29PEHO,CMH12PCTO,CMH20JSEX,CMH19ME14,CMH11JENA,CMH10NIJE,CMV09HOGS,CMH7ADIG1,CMH7BDIG2,RADIO_REF_ID,RADIO,RC91
0,1982151,1907416,1,3,5,1,3,3,3,3,1,1,100,1,2,1,3,1,3,0,21293,1,181050101
1,1982152,1907417,1,2,5,1,3,3,2,3,1,1,100,1,1,1,3,1,2,0,21293,1,181050101
2,1982153,1907418,1,3,5,1,2,1,4,3,1,1,133,1,4,1,6,1,3,0,21293,1,181050101
3,1982154,1907419,1,3,2,1,3,1,2,3,1,1,66,2,1,1,4,1,5,29,21293,1,181050101
4,1982155,1907420,1,6,2,1,2,1,8,3,1,1,133,2,4,1,3,1,3,8,21293,1,181050101
5,1982156,1907421,1,2,5,3,10,1,6,3,1,1,300,1,3,1,11,2,3,0,21293,1,181050101
6,1982157,1907421,2,9,5,8,10,8,4,3,1,1,9999,2,3,1,3,2,4,0,21293,1,181050101
7,1982158,1907422,1,2,5,3,10,1,8,3,1,1,400,1,3,1,1,1,3,0,21293,1,181050101
8,1982159,1907423,1,2,5,3,10,6,10,3,1,1,500,1,3,1,4,1,3,0,21293,1,181050101
9,1982160,1907424,1,1,2,3,10,5,4,3,1,1,400,1,2,1,4,1,3,0,21293,1,181050101
10,1982161,1907425,1,2,2,3,10,1,4,3,1,1,200,2,2,1,4,1,4,0,21293,1,181050101
11,1982162,1907426,1,3,2,1,2,1,4,3,1,1,133,1,2,1,4,1,3,0,21293,1,181050101
12,1982163,1907427,1,2,3,3,10,5,6,3,1,1,300,1,2,1,3,1,3,0,21293,1,181050101
13,1982164,1907428,1,2,5,3,10,1,5,3,1,1,250,1,3,1,3,1,3,0,21293,1,181050101
14,1982165,1907429,1,2,5,3,10,1,7,3,1,1,350,1,3,1,3,1,4,25,21293,1,181050101
15,1982166,1907430,1,3,2,1,2,1,4,3,1,1,133,1,2,1,3,1,3,0,21293,1,181050101
16,1982167,1907431,1,2,5,3,10,5,9,3,1,1,450,1,3,1,3,1,3,0,21293,1,181050101
17,1982168,1907432,1,2,5,2,3,5,5,3,1,1,250,1,3,1,3,1,3,0,21293,1,181050101
18,1982169,1907433,1,2,5,3,10,1,3,3,1,1,150,2,2,1,1,1,4,25,21293,1,181050101
19,1982170,1907434,1,4,5,2,3,1,8,3,1,1,200,1,3,1,3,1,3,0,21293,1,181050101
20,1982171,1907435,1,3,5,2,3,1,4,3,1,1,133,1,2,1,1,1,3,0,21293,1,181050101
21,1982172,1907436,1,5,5,2,3,1,5,3,1,1,100,2,4,1,3,1,4,14,21293,1,181050101
22,1982173,1907437,1,2,5,2,3,1,7,3,1,1,350,1,2,1,1,1,3,0,21293,1,181050101
23,1982174,1907438,1,2,5,3,10,1,1,3,1,1,50,2,1,1,1,1,1,0,21293,1,181050101
24,1982175,1907439,1,2,3,2,3,1,2,3,1,1,100,2,4,1,1,1,5,25,21293,1,181050101
25,1982176,1907440,1,2,5,2,2,1,2,3,1,1,100,2,1,1,3,1,4,0,21293,1,181050101
26,1982177,1907441,1,2,3,3,10,1,2,3,1,1,100,1,1,1,4,1,2,0,21293,1,181050101
27,1982178,1907442,1,2,5,3,10,1,1,3,1,1,50,2,4,1,3,1,1,0,21293,1,181050101
28,1982179,1907443,1,2,2,3,10,1,1,3,1,1,50,1,1,1,6,1,1,0,21293,1,181050101
29,1982180,1907444,1,2,2,3,10,5,5,3,1,1,250,1,3,1,4,1,3,0,21293,1,181050101
30,1982181,1907445,1,4,2,2,3,7,2,3,1,1,50,1,4,1,3,1,4,0,21293,1,181050101
31,1982182,1907446,1,4,5,2,3,1,3,3,1,1,75,1,4,1,4,1,4,0,21293,1,181050101
32,1982183,1907447,1,4,5,2,3,1,3,3,1,1,75,1,1,1,3,1,3,0,21293,1,181050101
33,1982184,1907448,1,3,5,3,10,1,4,3,1,1,133,2,2,1,4,1,3,0,21293,1,181050101
34,1982185,1907449,1,2,2,2,3,1,4,3,1,1,200,2,3,1,4,1,4,0,21293,1,181050101
35,1982186,1907450,1,2,5,3,10,1,7,3,1,1,350,1,6,1,3,1,3,0,21293,1,181050101
36,1982187,1907451,1,3,2,2,3,1,1,3,1,1,33,2,4,1,3,1,1,0,21293,1,181050101
37,1982188,1907452,1,5,2,2,3,1,4,3,1,1,80,1,2,1,4,1,3,0,21293,1,181050101
38,1982189,1907453,1,3,2,2,3,1,5,3,1,1,166,1,2,1,3,1,3,31,21293,1,181050101
39,1982190,1907454,1,4,5,3,10,1,9,3,1,1,225,1,6,1,3,1,3,25,21293,1,181050101
40,1982191,1907455,1,2,2,3,10,8,5,3,1,1,250,1,2,1,3,1,3,0,21293,1,181050101
41,1982192,1907456,1,2,2,3,10,8,5,3,1,1,250,1,3,1,4,1,3,0,21293,1,181050101
42,1982193,1907457,1,3,2,3,10,8,7,3,1,1,233,1,3,1,3,1,3,0,21293,1,181050101
43,1982194,1907458,1,5,2,3,10,1,3,3,1,1,60,1,4,1,3,1,3,0,21293,1,181050101
44,1982195,1907459,1,2,5,3,10,1,5,3,1,1,250,2,5,1,3,1,4,14,21293,1,181050101
45,1982196,1907460,1,2,2,3,10,1,6,3,1,1,300,1,3,1,11,1,3,0,21293,1,181050101
46,1982197,1907461,1,3,2,3,10,1,5,3,1,1,166,1,2,1,3,1,3,29,21293,1,181050101
47,1982198,1907462,1,1,5,3,10,1,8,3,1,1,800,1,3,1,4,1,3,0,21293,1,181050101
48,1982199,1907463,1,2,2,3,10,1,5,3,1,1,250,1,4,1,4,1,3,29,21293,1,181050101
49,1982200,1907464,1,2,3,3,10,3,4,3,1,1,200,2,2,1,3,1,3,29,21293,1,181050101
50,1982201,1907465,1,3,2,3,10,1,5,3,1,1,166,1,2,1,3,1,3,29,21293,1,181050101
51,1982202,1907466,1,4,2,1,2,1,8,3,1,1,200,1,3,1,5,1,3,0,21293,1,181050101
52,1982203,1907467,1,4,2,1,2,1,5,3,1,1,125,1,3,1,4,1,3,0,21293,1,181050101
53,1982204,1907468,1,4,2,1,2,1,7,3,1,1,175,2,2,1,5,1,4,18,21293,1,181050101
54,1982205,1907469,1,3,2,1,2,1,3,3,1,1,100,1,2,1,3,1,3,0,21293,1,181050101
55,1982206,1907470,1,3,2,3,10,5,8,3,1,1,266,1,3,1,4,1,3,0,21293,1,181050101
56,1982207,1907471,1,3,2,1,2,1,6,3,1,1,200,1,3,1,3,1,3,0,21293,1,181050101
57,1982208,1907472,1,2,3,3,10,1,7,3,1,1,350,1,3,1,3,1,3,29,21293,1,181050101
58,1982209,1907473,1,4,2,1,2,1,10,3,1,1,250,1,3,1,5,1,3,0,21293,1,181050101
59,1982210,1907474,1,2,2,1,2,1,4,3,1,1,200,1,2,1,4,1,3,0,21293,1,181050101
60,1982211,1907475,1,3,5,3,10,1,7,3,1,1,233,1,3,1,1,1,3,0,21293,1,181050101
61,1982212,1907476,1,4,2,3,10,1,6,3,1,1,150,2,3,1,3,1,4,18,21293,1,181050101
62,1982213,1907477,1,1,5,3,10,1,5,3,1,1,500,1,3,1,4,1,3,0,21293,1,181050101
63,1982214,1907478,1,3,5,3,10,1,4,3,1,1,133,1,5,1,3,1,2,25,21293,1,181050101
64,1982215,1907479,1,1,5,3,10,1,14,3,1,1,1400,1,6,1,3,1,3,14,21293,1,181050101
65,1982216,1907480,1,4,2,3,10,1,5,3,1,1,125,1,2,1,4,1,3,0,21293,1,181050101
66,1982217,1907481,1,2,3,3,10,2,3,3,1,1,150,1,2,1,3,1,2,25,21293,1,181050101
67,1982218,1907482,1,3,2,1,3,2,3,3,1,1,100,1,2,1,3,1,3,0,21293,1,181050101
68,1982219,1907483,1,2,2,3,10,2,3,3,1,1,150,2,1,1,3,1,4,0,21293,1,181050101
69,1982220,1907484,1,3,5,3,10,2,2,3,1,1,66,1,2,1,1,3,4,0,21293,1,181050101
70,1982221,1907484,2,3,5,3,10,5,6,3,1,1,200,1,3,1,3,3,3,0,21293,1,181050101
71,1982222,1907484,3,3,5,3,10,5,1,3,1,1,33,2,4,1,11,3,1,0,21293,1,181050101
72,1982223,1907485,1,3,2,3,10,2,3,3,1,1,100,1,2,1,4,1,3,0,21293,1,181050101
73,1982224,1907486,1,3,5,3,10,2,4,3,1,1,133,1,1,1,5,1,3,17,21293,1,181050101
74,1982225,1907487,1,3,5,3,10,2,9,3,1,1,300,1,6,1,3,1,3,1,21293,1,181050101
75,1982226,1907488,1,3,2,3,10,2,6,3,1,1,200,1,2,1,4,1,3,0,21293,1,181050101
76,1982227,1907489,1,2,5,3,10,2,9,3,1,1,450,1,3,1,11,1,3,29,21293,1,181050101
77,1982228,1907490,1,2,5,3,10,2,3,3,1,1,150,1,1,1,1,1,4,0,21293,1,181050101
78,1982229,1907491,1,2,5,3,10,2,5,3,1,1,250,2,2,1,5,1,4,18,21293,1,181050101
79,1982230,1907492,1,3,2,3,10,5,7,3,1,1,233,1,3,1,3,1,3,0,21293,1,181050101
80,1982231,1907493,1,2,5,3,10,8,3,3,1,1,150,2,2,1,1,1,4,0,21293,1,181050101
81,1982232,1907494,1,2,2,3,10,2,9,3,1,1,450,1,3,1,3,1,3,0,21293,1,181050101
82,1982233,1907495,1,2,5,3,10,2,1,3,1,1,50,2,4,1,1,1,1,0,21293,1,181050101
83,1982234,1907496,1,2,2,3,10,2,5,3,1,1,250,1,3,1,3,1,3,0,21293,1,181050101
84,1982235,1907497,1,2,5,3,10,1,6,3,1,1,300,2,5,1,3,1,4,0,21293,1,181050101
85,1982236,1907498,1,1,5,3,10,1,2,3,1,1,200,1,1,1,3,1,2,0,21293,1,181050101
86,1982237,1907499,1,1,5,3,10,1,5,3,1,1,500,2,3,1,1,1,4,0,21293,1,181050101
87,1982238,1907500,1,2,5,3,10,8,3,3,1,1,150,1,1,1,3,1,3,0,21293,1,181050101
88,1982239,1907501,1,1,5,3,10,2,4,3,1,1,400,1,2,1,3,1,3,0,21293,1,181050101
89,1982240,1907502,1,2,5,3,10,2,7,3,1,1,350,1,3,1,3,1,3,0,21293,1,181050101
90,1982241,1907503,1,1,5,3,10,2,6,3,1,1,600,1,3,1,3,1,3,0,21293,1,181050101
91,1982242,1907504,1,2,2,3,10,2,2,3,1,1,100,1,1,1,5,1,2,0,21293,1,181050101
92,1982243,1907505,1,2,2,1,2,2,4,3,1,1,200,1,2,2,4,1,3,0,21293,1,181050101
93,1982244,1907506,1,4,2,1,1,1,3,3,1,1,75,2,5,1,4,1,4,1,21293,1,181050101
94,1982245,1907507,1,2,2,1,2,5,4,3,1,1,200,1,2,1,3,1,5,29,21293,1,181050101
95,1982246,1907508,1,2,2,1,2,2,3,3,1,1,150,1,1,1,3,1,3,0,21293,1,181050101
96,1982247,1907509,1,2,2,3,10,2,7,3,1,1,350,2,3,1,3,1,4,0,21293,1,181050101
97,1982248,1907510,1,3,2,3,10,3,3,3,1,1,100,2,2,1,4,1,4,0,21293,1,181050101
98,1982249,1907511,1,4,2,1,2,1,2,3,1,1,50,2,5,1,3,1,5,25,21293,1,181050101
99,1982250,1907512,1,2,2,3,10,2,7,3,1,1,350,1,2,1,3,1,3,0,21293,1,181050101
100,1982251,1907513,1,2,5,3,10,2,2,3,1,1,100,2,4,1,3,1,4,0,21293,1,181050101
101,1982252,1907514,1,2,5,3,10,5,6,3,1,1,300,1,3,1,5,1,3,0,21293,1,181050101
102,1982253,1907515,1,2,2,3,10,2,2,3,1,1,100,2,1,1,3,1,4,0,21293,1,181050101
103,1982254,1907516,1,3,1,1,2,2,9,3,1,1,300,1,3,1,3,1,3,30,21293,1,181050101
104,1982255,1907517,1,3,5,1,2,1,7,3,1,1,233,1,6,1,1,1,3,1,21293,1,181050101
105,1982256,1907518,1,2,5,3,10,1,4,3,1,1,200,2,4,1,1,1,4,25,21293,1,181050101
106,1982257,1907519,1,2,2,1,2,1,1,3,1,1,50,2,1,1,1,1,1,0,21293,1,181050101
107,1982258,1907520,1,1,2,3,10,1,8,3,1,1,800,2,3,1,3,1,4,0,21293,1,181050101
108,1982259,1907521,1,3,2,1,2,1,7,3,1,1,233,1,3,1,5,1,3,0,21293,1,181050101
109,1982260,1907522,1,3,1,1,2,2,2,3,1,1,66,1,1,1,3,1,2,0,21293,1,181050101
110,1982261,1907523,1,1,2,3,10,3,2,3,1,1,200,2,2,1,3,1,4,0,21293,1,181050101
111,1982262,1907524,1,9,2,8,10,8,1,3,1,1,9999,2,4,1,11,1,1,0,21293,1,181050101
112,1982263,1907525,1,4,5,1,2,1,6,3,1,1,150,1,3,1,3,1,3,0,21293,1,181050101
113,1982264,1907526,1,3,2,2,2,2,10,3,1,1,333,1,6,1,4,1,3,14,21293,1,181050101
114,1982265,1907527,1,1,1,2,2,5,3,3,1,1,300,2,2,1,4,1,4,0,21293,1,181050101
115,1982266,1907528,1,2,2,3,10,1,6,3,1,1,300,1,2,1,3,1,3,0,21293,1,181050101
116,1982267,1907529,1,4,1,1,2,1,3,3,1,1,75,2,2,1,3,1,4,31,21293,1,181050101
117,1982268,1907530,1,4,2,1,2,1,6,3,1,1,150,1,3,1,9,1,3,0,21293,1,181050101
118,1982269,1907531,1,1,2,3,10,2,6,3,1,1,600,1,3,1,3,1,3,0,21293,1,181050101
119,1982270,1907532,1,2,5,3,10,2,1,3,1,1,50,1,4,1,3,1,1,0,21293,1,181050101
120,1982271,1907533,1,6,2,1,2,1,5,3,1,1,83,1,4,1,4,1,2,15,21293,1,181050101
121,1982272,1907534,1,1,5,3,10,2,2,3,1,1,200,2,2,1,1,1,4,0,21293,1,181050101
122,1982273,1907535,1,1,5,3,10,5,2,3,1,1,200,1,1,1,1,1,2,0,21293,1,181050101
123,1982274,1907536,1,3,5,1,3,1,1,3,1,1,33,2,4,1,3,1,1,0,21293,1,181050101
124,1982275,1907537,1,4,2,8,10,1,3,3,1,1,75,1,4,1,3,1,2,31,21293,1,181050101
125,1982276,1907538,1,2,2,1,3,1,4,3,1,1,200,1,2,1,4,1,3,0,21293,1,181050101
126,1982277,1907539,1,9,2,1,3,1,4,3,1,1,9999,1,2,1,5,1,3,0,21293,1,181050101
127,1982278,1907540,1,2,1,1,3,5,2,3,1,1,100,2,2,1,4,1,4,0,21293,1,181050101
128,1982279,1907541,1,3,2,1,2,1,6,3,1,1,200,2,6,1,3,1,4,14,21293,1,181050101
129,1982280,1907542,1,2,2,3,10,5,3,3,1,1,150,1,2,1,4,1,3,0,21293,1,181050101
130,1982281,1907543,1,3,2,1,2,1,2,3,1,1,66,1,4,1,4,1,2,0,21293,1,181050101
131,1982282,1907544,1,4,2,1,2,1,3,3,1,1,75,1,1,1,6,1,3,0,21293,1,181050101
132,1982283,1907545,1,3,2,3,10,1,4,3,1,1,133,1,1,1,1,1,3,0,21293,1,181050101
133,1982284,1907546,1,2,2,1,2,1,3,3,1,1,150,1,2,2,6,1,3,0,21293,1,181050101
134,1982285,1907547,1,3,2,3,10,1,9,3,1,1,300,1,2,1,3,1,3,31,21293,1,181050101
135,1982286,1907548,1,1,3,3,10,2,1,3,1,1,100,2,4,1,1,1,1,0,21293,1,181050101
136,1982287,1907549,1,2,2,1,2,2,4,3,1,1,200,1,2,1,3,1,3,0,21293,1,181050101
137,1982288,1907550,1,1,2,3,10,2,1,3,1,1,100,2,4,1,3,1,1,0,21293,1,181050101
138,1982289,1907551,1,3,2,1,3,1,7,3,1,1,233,1,5,1,4,1,3,25,21293,1,181050101
139,1982290,1907552,1,3,2,3,10,1,2,3,1,1,66,2,1,1,3,1,2,0,21293,1,181050101
140,1982291,1907553,1,3,2,3,10,1,1,3,1,1,33,2,4,1,3,2,1,0,21293,1,181050101
141,1982292,1907553,2,3,2,3,10,5,5,3,1,1,166,2,2,1,1,2,4,25,21293,1,181050101
142,1982293,1907554,1,2,2,3,10,1,4,3,1,1,200,1,2,1,5,1,3,0,21293,1,181050101
143,1982294,1907555,1,2,2,1,2,1,5,3,1,1,250,1,3,1,4,1,3,0,21293,1,181050101
144,1982295,1907556,1,1,1,3,10,1,6,3,1,1,600,1,3,1,3,1,3,0,21293,1,181050101
145,1982296,1907557,1,2,2,3,10,1,2,3,1,1,100,1,2,1,4,1,4,0,21293,1,181050101
146,1982297,1907558,1,3,1,1,2,1,2,3,1,1,66,1,4,1,3,1,2,0,21293,1,181050101
147,1982298,1907559,1,2,5,3,10,2,8,3,1,1,400,1,3,1,3,1,3,0,21293,1,181050101
148,1982299,1907560,1,4,2,3,10,1,3,3,1,1,75,1,1,1,4,1,4,0,21293,1,181050101
149,1982300,1907561,1,4,2,3,10,2,5,3,1,1,125,1,5,1,3,1,3,0,21293,1,181050101
150,1982301,1907562,1,1,3,3,10,1,6,3,1,1,600,2,3,1,3,1,3,29,21293,1,181050101
151,1982302,1907563,1,4,2,3,10,2,2,3,1,1,50,1,4,1,1,1,2,0,21293,1,181050101
152,1982303,1907564,1,4,1,1,2,1,2,3,1,1,50,1,4,1,1,1,5,25,21293,1,181050101
153,1982304,1907565,1,4,2,1,1,2,6,3,1,1,150,1,3,1,4,1,3,0,21293,1,181050101
154,1982305,1907566,1,1,2,1,2,3,2,3,1,1,200,1,1,1,4,1,2,0,21293,1,181050101
155,1982306,1907567,1,2,2,3,10,1,6,3,1,1,300,2,3,1,3,2,4,0,21293,1,181050101
156,1982307,1907567,2,9,2,8,10,8,1,3,1,1,9999,2,1,1,3,2,1,0,21293,1,181050101
157,1982308,1907568,1,2,1,1,1,1,6,3,1,1,300,1,3,1,4,1,3,0,21293,1,181050101
158,1982309,1907569,1,4,2,1,2,2,6,3,1,1,150,2,2,2,3,1,4,28,21293,1,181050101
159,1982310,1907570,1,2,3,2,2,2,8,3,1,1,400,1,3,2,4,1,3,0,21293,1,181050101
160,1982311,1907571,1,1,2,2,2,3,2,3,1,1,200,1,1,1,3,1,2,0,21293,1,181050101
161,1982312,1907572,1,5,1,2,1,1,2,3,1,1,40,1,4,1,3,1,2,0,21293,1,181050101
162,1982313,1907573,1,3,2,1,2,2,7,3,1,1,233,1,3,1,3,1,3,29,21293,1,181050101
163,1982314,1907574,1,3,5,1,2,1,6,3,1,1,200,1,2,1,1,1,3,0,21293,1,181050101
164,1982315,1907575,1,2,1,1,3,1,8,3,1,1,400,1,3,1,3,1,3,25,21293,1,181050101
165,1982316,1907576,1,4,5,1,2,1,11,3,1,1,275,1,3,1,4,1,3,0,21293,1,181050101
166,1982317,1907577,1,1,5,3,10,2,5,3,1,1,500,2,2,1,3,1,3,25,21293,1,181050101
167,1982318,1907578,1,4,2,3,10,3,5,3,1,1,125,2,2,1,3,1,4,18,21293,1,181050101
168,1982319,1907579,1,3,1,1,2,2,6,3,1,1,200,1,3,1,3,1,3,0,21293,1,181050101
169,1982320,1907580,1,4,2,3,10,2,7,3,1,1,175,1,3,1,4,1,3,0,21293,1,181050101
170,1982321,1907581,1,2,5,3,10,2,6,3,1,1,300,1,3,1,1,1,3,0,21293,1,181050101
171,1982322,1907582,1,2,5,3,10,2,4,3,1,1,200,2,5,1,5,1,4,1,21293,1,181050101
172,1982323,1907583,1,1,5,3,10,2,6,3,1,1,600,1,3,1,3,1,3,0,21293,1,181050101
173,1982324,1907584,1,4,2,1,2,2,6,3,1,1,150,1,5,1,6,1,3,14,21293,1,181050101
174,1982325,1907585,1,2,5,3,10,2,5,3,1,1,250,2,2,1,1,1,3,29,21293,1,181050101
175,1982326,1907586,1,3,2,3,10,2,2,3,1,1,66,2,1,1,3,1,5,29,21293,1,181050101
176,1982327,1907587,1,2,5,3,10,2,4,3,1,1,200,1,2,1,3,1,3,25,21293,1,181050101
177,1982328,1907588,1,3,1,1,2,1,6,3,1,1,200,1,2,1,3,1,3,0,21293,1,181050101
178,1982329,1907589,1,3,2,3,10,1,2,3,1,1,66,2,5,1,3,1,5,31,21293,1,181050101
179,1982330,1907590,1,3,5,3,10,2,4,3,1,1,133,2,2,1,3,1,3,25,21293,1,181050101
180,1982331,1907591,1,2,2,1,2,2,5,3,1,1,250,1,3,1,3,1,3,0,21293,1,181050101
181,1982332,1907592,1,2,2,3,10,3,3,3,1,1,150,1,2,1,4,1,3,0,21293,1,181050101
182,1982333,1907593,1,1,2,3,10,5,1,3,1,1,100,1,1,1,1,1,1,0,21293,1,181050101
183,1982334,1907594,1,3,2,3,10,5,4,3,1,1,133,1,2,1,3,1,3,29,21293,1,181050101
184,1982335,1907595,1,1,5,3,10,2,5,3,1,1,500,1,3,1,4,1,3,0,21293,1,181050101
185,1982336,1907596,1,3,1,3,10,2,3,3,1,1,100,2,2,1,3,1,3,0,21293,1,181050101
186,1982337,1907597,1,1,3,3,10,3,5,3,1,1,500,2,3,1,3,1,4,0,21293,1,181050101
187,1982338,1907598,1,2,2,3,10,1,2,3,1,1,100,1,1,1,4,1,2,0,21293,1,181050101
188,1982339,1907599,1,2,2,3,10,2,4,3,1,1,200,1,2,1,6,1,3,0,21293,1,181050101
189,1982340,1907600,1,2,5,3,10,2,5,3,1,1,250,1,2,1,3,1,3,0,21293,1,181050101
190,1982341,1907601,1,1,5,3,10,2,3,3,1,1,300,1,2,1,1,1,3,0,21293,1,181050101
191,1982342,1907602,1,1,5,3,10,2,1,3,1,1,100,2,4,1,1,1,1,0,21293,1,181050101
192,1982343,1907603,1,2,5,3,10,2,5,3,1,1,250,1,4,1,1,1,5,31,21293,1,181050101
193,1982344,1907604,1,3,2,3,10,2,6,3,1,1,200,1,2,1,3,1,3,0,21293,1,181050101
194,1982345,1907605,1,2,5,3,10,2,6,3,1,1,300,1,3,1,1,1,3,0,21293,1,181050101
195,1982346,1907606,1,4,2,3,10,2,3,3,1,1,75,2,2,1,3,1,4,25,21293,1,181050101
196,1982347,1907607,1,1,1,3,10,1,5,3,1,1,500,1,3,1,3,1,3,0,21293,1,181050101
197,1982348,1907608,1,2,1,1,3,8,2,3,1,1,100,2,2,1,4,1,5,29,21293,1,181050101
198,1982349,1907609,1,3,1,3,10,8,8,3,1,1,266,2,6,1,3,1,4,25,21293,1,181050101
199,1982350,1907610,1,3,1,3,10,8,8,3,1,1,266,1,2,1,3,1,3,25,21293,1,181050101
200,1982351,1907611,1,2,1,2,3,8,6,3,1,1,300,1,3,1,3,1,3,0,21293,1,181050101
201,1982352,1907612,1,2,5,3,10,2,6,3,1,1,300,1,3,1,3,1,3,0,21293,1,181050101
202,1982353,1907613,1,1,5,3,10,8,5,3,1,1,500,1,3,1,3,1,3,0,21293,1,181050101
203,1982354,1907614,1,1,5,3,10,5,2,3,1,1,200,2,2,1,3,1,4,0,21293,1,181050101
204,1982355,1907615,1,3,1,3,10,2,4,3,1,1,133,2,2,1,3,1,3,0,21293,1,181050101
205,1982356,1907616,1,3,5,3,10,2,6,3,1,1,200,1,1,1,3,1,3,0,21293,1,181050101
206,1982357,1907617,1,2,5,3,10,1,2,3,1,1,100,1,1,1,4,1,2,0,21293,1,181050101
207,1982358,1907618,1,2,5,3,10,2,5,3,1,1,250,1,1,1,3,1,3,0,21293,1,181050101
208,1982359,1907619,1,1,5,3,10,1,1,3,1,1,100,1,4,1,3,1,1,0,21293,1,181050101
209,1982360,1907620,1,1,2,3,10,1,3,3,1,1,300,1,2,1,3,1,3,0,21293,1,181050101
210,1982361,1907621,1,1,5,3,10,1,8,3,1,1,800,1,3,1,3,1,3,25,21293,1,181050101
211,1982362,1907622,1,2,2,3,10,2,8,3,1,1,400,1,3,1,3,1,3,25,21293,1,181050101
212,1982363,1907623,1,2,5,3,10,2,6,3,1,1,300,1,4,1,1,1,3,17,21293,1,181050101
213,1982364,1907624,1,1,3,3,10,1,3,3,1,1,300,1,2,1,3,1,3,0,21293,1,181050101
214,1982365,1907625,1,1,5,3,10,1,1,3,1,1,100,2,4,1,3,1,1,0,21293,1,181050101
215,1982366,1907626,1,1,3,3,10,1,4,3,1,1,400,1,2,1,3,1,3,0,21293,1,181050101
216,1982367,1907627,1,1,3,3,10,1,4,3,1,1,400,2,3,1,3,1,4,0,21293,1,181050101
217,1982368,1907628,1,3,5,3,10,1,3,3,1,1,100,2,1,1,3,1,4,17,21293,1,181050101
218,1982369,1907629,1,3,5,3,10,1,2,3,1,1,66,1,4,2,3,1,2,0,21293,1,181050101
219,1982370,1907630,1,2,3,3,10,2,4,3,1,1,200,1,2,2,4,1,3,0,21293,1,181050101
220,1982371,1907631,1,1,2,3,10,2,6,3,1,1,600,1,3,1,3,1,3,0,21293,1,181050101
221,1982372,1907632,1,3,1,3,10,1,5,3,1,1,166,1,2,1,1,1,3,31,21293,1,181050101
222,1982373,1907633,1,2,5,3,10,1,4,3,1,1,200,2,1,1,3,1,4,0,21293,1,181050101
223,1982374,1907634,1,2,2,3,10,1,4,3,1,1,200,1,2,1,4,1,3,0,21293,1,181050101
224,1982375,1907635,1,4,2,3,10,2,2,3,1,1,50,1,4,1,3,1,5,1,21293,1,181050101
225,1982376,1907636,1,3,2,3,10,2,4,3,1,1,133,1,1,1,1,1,3,0,21293,1,181050101
226,1982377,1907637,1,1,2,3,10,5,2,3,1,1,200,1,4,1,3,1,2,0,21293,1,181050101
227,1982378,1907638,1,2,5,3,10,1,5,3,1,1,250,2,3,1,3,1,4,31,21293,1,181050101
228,1982379,1907639,1,3,5,3,10,2,8,3,1,1,266,2,5,1,3,1,4,18,21293,1,181050101
229,1982380,1907640,1,4,5,3,10,2,1,3,1,1,25,1,1,1,1,1,1,0,21293,1,181050101
230,1982381,1907641,1,3,5,3,10,2,5,3,1,1,166,1,2,1,1,1,3,0,21293,1,181050101
231,1982382,1907642,1,1,5,3,10,2,2,3,1,1,200,1,1,1,1,1,2,0,21293,1,181050101
232,1982383,1907643,1,2,5,3,10,2,6,3,1,1,300,1,3,1,3,1,3,0,21293,1,181050101
233,1982384,1907644,1,2,5,3,10,2,3,3,1,1,150,1,2,1,3,1,3,0,21293,1,181050101
234,1982385,1907645,1,1,5,3,10,1,2,3,1,1,200,1,4,1,1,1,2,0,21293,1,181050101
235,1982386,1907646,1,1,5,3,10,5,5,3,1,1,500,1,3,1,3,1,3,0,21293,1,181050101
236,1982387,1907647,1,1,5,3,10,1,1,3,1,1,100,1,1,1,1,1,1,0,21293,1,181050101
237,1982388,1907648,1,3,3,3,10,1,8,3,1,1,266,1,3,1,3,1,3,0,21293,1,181050101
238,1982389,1907649,1,1,2,3,10,3,4,3,1,1,400,1,2,1,4,1,3,31,21293,1,181050101
239,1982390,1907650,1,2,5,3,10,1,2,3,1,1,100,1,4,1,3,1,5,1,21293,1,181050101
240,1982391,1907651,1,2,2,3,10,2,4,3,1,1,200,2,3,1,4,1,4,0,21293,1,181050101
241,1982392,1907652,1,1,5,3,10,2,1,3,1,1,100,2,4,1,3,1,1,0,21293,1,181050101
242,1982393,1907653,1,2,5,3,10,1,4,3,1,1,200,1,5,1,1,1,2,28,21293,1,181050101
243,1982394,1907654,1,1,5,3,10,2,2,3,1,1,200,1,1,1,4,1,2,0,21293,1,181050101
244,1982395,1907655,1,5,5,3,10,2,4,3,1,1,80,1,5,1,3,1,3,0,21293,1,181050101
245,1982396,1907656,1,1,5,3,10,2,4,3,1,1,400,1,2,1,4,1,3,0,21293,1,181050101
246,1982397,1907657,1,1,5,3,10,2,3,3,1,1,300,1,2,1,3,1,3,0,21293,1,181050101
247,1982398,1907658,1,4,5,3,10,1,6,3,1,1,150,1,2,1,4,1,3,0,21293,1,181050101
248,1982399,1907659,1,1,2,3,10,1,5,3,1,1,500,1,2,1,6,1,3,29,21293,1,181050101
249,1982400,1907660,1,2,2,3,10,1,2,3,1,1,100,1,1,1,3,1,5,29,21293,1,181050101
