,HOGAR_REF_ID,VIVIENDA_REF_ID,IDHOGAR,CATCUARTH,COMBUSTIH,INODOROH,DESAGINH,PROPVIVH,CANTPERH,VIEMERGH,CMH31PEHP,CMH29PEHO,CMH12PCTO,CMH20JSEX,CMH19ME14,CMH11JENA,CMH10NIJE,CMV09HOGS,CMH7ADIG1,CMH7BDIG2,RADIO_REF_ID,RADIO,RC91
4986,1987137,1912225,1,4,2,1,1,1,6,3,1,1,150,1,3,1,6,1,3,25,21312,20,181050120
4987,1987138,1912226,1,3,2,1,1,1,4,3,1,1,133,1,2,1,5,1,3,0,21312,20,181050120
4988,1987139,1912227,1,3,2,1,1,1,6,3,1,1,200,1,3,1,7,1,3,0,21312,20,181050120
4989,1987140,1912228,1,4,2,1,1,1,2,3,1,1,50,1,4,1,6,1,4,0,21312,20,181050120
4990,1987141,1912229,1,4,2,1,8,1,6,3,1,1,150,1,2,1,4,1,3,0,21312,20,181050120
4991,1987142,1912230,1,3,2,1,8,1,5,3,1,1,166,1,3,1,8,1,3,0,21312,20,181050120
4992,1987143,1912231,1,5,2,1,1,1,6,3,1,1,120,1,3,1,3,1,3,0,21312,20,181050120
4993,1987144,1912232,1,2,2,1,1,1,5,3,1,1,250,1,2,1,3,1,3,0,21312,20,181050120
4994,1987145,1912233,1,4,2,1,1,1,6,3,1,1,150,1,3,2,4,1,3,0,21312,20,181050120
4995,1987146,1912234,1,4,2,1,1,1,6,3,1,1,150,1,3,1,3,1,3,0,21312,20,181050120
4996,1987147,1912235,1,4,2,1,1,1,4,3,1,1,100,1,2,1,4,1,3,0,21312,20,181050120
4997,1987148,1912236,1,4,2,1,1,1,6,3,1,1,150,2,1,1,3,1,4,31,21312,20,181050120
4998,1987149,1912237,1,4,2,1,8,1,4,3,1,1,100,1,2,1,5,1,3,0,21312,20,181050120
4999,1987150,1912238,1,4,2,1,1,1,6,3,1,1,150,1,1,1,1,2,3,0,21312,20,181050120
5000,1987151,1912238,2,4,2,1,1,1,5,3,1,1,125,2,3,1,3,2,5,25,21312,20,181050120
5001,1987152,1912239,1,4,2,1,1,1,3,3,1,1,75,1,4,1,5,1,4,1,21312,20,181050120
5002,1987153,1912240,1,4,2,1,1,1,4,3,1,1,100,1,2,1,6,1,3,0,21312,20,181050120
5003,1987154,1912241,1,4,2,1,1,1,6,3,1,1,150,1,2,1,6,1,3,0,21312,20,181050120
5004,1987155,1912242,1,4,2,1,8,8,6,3,1,1,150,1,1,1,3,1,3,0,21312,20,181050120
5005,1987156,1912243,1,4,2,1,1,3,4,3,1,1,100,1,2,1,5,1,2,29,21312,20,181050120
5006,1987157,1912244,1,4,2,1,1,1,6,3,1,1,150,1,3,1,5,1,3,0,21312,20,181050120
5007,1987158,1912245,1,3,2,1,1,1,4,3,1,1,133,1,2,1,4,1,3,29,21312,20,181050120
5008,1987159,1912246,1,4,2,1,1,1,6,3,1,1,150,1,3,2,6,1,3,0,21312,20,181050120
5009,1987160,1912247,1,5,1,1,1,1,7,3,1,1,140,1,2,1,4,1,3,29,21312,20,181050120
5010,1987161,1912248,1,3,2,1,1,1,6,3,1,1,200,1,3,1,4,1,3,0,21312,20,181050120
5011,1987162,1912249,1,3,2,1,1,1,4,3,1,1,133,1,2,2,5,1,3,0,21312,20,181050120
5012,1987163,1912250,1,4,2,1,1,1,3,3,1,1,75,2,1,1,3,1,4,0,21312,20,181050120
5013,1987164,1912251,1,5,2,1,1,1,6,3,1,1,120,2,3,1,6,1,4,18,21312,20,181050120
5014,1987165,1912252,1,4,2,1,1,1,1,3,1,1,25,2,4,2,3,1,1,0,21312,20,181050120
5015,1987166,1912253,1,5,2,1,1,1,7,3,1,1,140,1,3,1,5,1,3,0,21312,20,181050120
5016,1987167,1912254,1,3,2,1,1,1,3,3,1,1,100,1,4,1,3,1,3,0,21312,20,181050120
5017,1987168,1912255,1,3,2,1,1,1,5,3,1,1,166,1,2,1,4,1,3,0,21312,20,181050120
5018,1987169,1912256,1,3,2,1,1,1,1,3,1,1,33,1,1,1,5,1,1,0,21312,20,181050120
5019,1987170,1912257,1,4,2,1,1,5,6,3,1,1,150,1,1,1,4,1,3,0,21312,20,181050120
5020,1987171,1912258,1,4,2,1,1,1,3,3,1,1,75,2,2,1,6,1,4,0,21312,20,181050120
5021,1987172,1912259,1,4,2,1,1,1,3,3,1,1,75,1,1,1,4,2,3,0,21312,20,181050120
5022,1987173,1912259,2,9,2,8,10,8,6,3,1,1,9999,1,3,1,3,2,4,29,21312,20,181050120
5023,1987174,1912260,1,4,2,1,1,1,9,3,1,1,225,1,3,1,4,1,3,29,21312,20,181050120
5024,1987175,1912261,1,4,2,1,1,1,6,3,1,1,150,1,2,1,5,1,3,0,21312,20,181050120
5025,1987176,1912262,1,4,2,1,1,1,6,3,1,1,150,1,2,1,4,1,3,0,21312,20,181050120
5026,1987177,1912263,1,2,2,1,1,1,5,3,1,1,250,1,3,1,4,1,3,0,21312,20,181050120
5027,1987178,1912264,1,4,2,1,1,1,2,3,1,1,50,2,1,1,5,1,4,0,21312,20,181050120
5028,1987179,1912265,1,4,2,1,1,1,4,3,1,1,100,1,2,1,1,1,3,0,21312,20,181050120
5029,1987180,1912266,1,4,2,1,1,1,6,3,1,1,150,1,6,1,3,1,3,25,21312,20,181050120
5030,1987181,1912267,1,4,2,1,1,1,6,3,1,1,150,1,2,1,6,1,3,0,21312,20,181050120
5031,1987182,1912268,1,5,2,1,1,1,6,3,1,1,120,2,2,1,5,1,3,0,21312,20,181050120
5032,1987183,1912269,1,3,2,1,1,1,4,3,1,1,133,2,3,2,5,1,4,0,21312,20,181050120
5033,1987184,1912270,1,3,2,1,1,1,4,3,1,1,133,1,2,1,4,1,3,29,21312,20,181050120
5034,1987185,1912271,1,5,2,1,1,1,9,3,1,1,180,1,3,1,4,1,3,0,21312,20,181050120
5035,1987186,1912272,1,3,2,1,1,1,4,3,1,1,133,1,2,1,5,1,3,0,21312,20,181050120
5036,1987187,1912273,1,2,2,1,1,1,5,3,1,1,250,1,3,2,4,1,3,0,21312,20,181050120
5037,1987188,1912274,1,3,2,1,1,1,6,3,1,1,200,1,2,1,5,1,3,0,21312,20,181050120
5038,1987189,1912275,1,3,2,1,1,1,3,3,1,1,100,1,4,2,3,1,2,1,21312,20,181050120
5039,1987190,1912276,1,3,2,1,1,1,5,3,1,1,166,1,2,1,5,1,3,0,21312,20,181050120
5040,1987191,1912277,1,3,2,1,1,5,3,3,1,1,100,1,2,1,8,1,3,0,21312,20,181050120
5041,1987192,1912278,1,4,2,1,1,1,4,3,1,1,100,1,5,1,3,1,3,0,21312,20,181050120
5042,1987193,1912279,1,3,2,1,1,1,2,3,1,1,66,2,1,1,3,1,4,0,21312,20,181050120
5043,1987194,1912280,1,3,2,1,1,1,3,3,1,1,100,1,1,1,4,1,3,0,21312,20,181050120
5044,1987195,1912281,1,3,2,1,1,1,4,3,1,1,133,1,5,1,4,1,4,25,21312,20,181050120
5045,1987196,1912282,1,4,2,1,1,1,5,3,1,1,125,1,3,1,5,1,3,0,21312,20,181050120
5046,1987197,1912283,1,3,2,1,1,5,3,3,1,1,100,1,2,1,6,1,3,0,21312,20,181050120
5047,1987198,1912284,1,5,2,1,1,1,7,3,1,1,140,1,3,1,3,1,3,25,21312,20,181050120
5048,1987199,1912285,1,5,2,1,1,1,5,3,1,1,100,1,4,2,3,1,3,0,21312,20,181050120
5049,1987200,1912286,1,5,3,1,1,1,8,3,1,1,160,1,6,1,4,1,3,1,21312,20,181050120
5050,1987201,1912287,1,5,2,1,1,1,10,3,1,1,200,2,3,1,4,1,4,0,21312,20,181050120
5051,1987202,1912288,1,3,2,1,1,1,6,3,1,1,200,1,3,1,4,1,3,0,21312,20,181050120
5052,1987203,1912289,1,3,1,1,1,1,6,3,1,1,200,2,3,1,4,1,4,0,21312,20,181050120
5053,1987204,1912290,1,4,2,1,1,1,5,3,1,1,125,1,3,1,5,1,3,0,21312,20,181050120
5054,1987205,1912291,1,2,2,1,1,1,2,3,1,1,100,2,1,1,6,1,4,0,21312,20,181050120
5055,1987206,1912292,1,4,2,1,1,3,2,3,1,1,50,1,1,1,6,1,2,0,21312,20,181050120
5056,1987207,1912293,1,4,2,1,1,1,4,3,1,1,100,2,2,1,6,1,4,0,21312,20,181050120
5057,1987208,1912294,1,3,3,1,1,4,6,3,1,1,200,2,3,1,3,1,4,0,21312,20,181050120
5058,1987209,1912295,1,3,2,1,1,1,1,3,1,1,33,2,1,1,6,1,1,0,21312,20,181050120
5059,1987210,1912296,1,5,2,1,1,1,5,3,1,1,100,1,2,1,4,1,3,0,21312,20,181050120
5060,1987211,1912297,1,4,2,1,1,1,5,3,1,1,125,1,2,1,4,1,3,29,21312,20,181050120
5061,1987212,1912298,1,3,2,1,1,1,5,3,1,1,166,1,2,1,4,1,3,0,21312,20,181050120
5062,1987213,1912299,1,4,2,1,1,1,5,3,1,1,125,2,2,1,5,1,4,18,21312,20,181050120
5063,1987214,1912300,1,3,2,1,1,1,5,3,1,1,166,1,3,1,4,1,3,0,21312,20,181050120
5064,1987215,1912301,1,3,2,1,1,1,2,3,1,1,66,1,4,1,3,1,2,0,21312,20,181050120
5065,1987216,1912302,1,3,2,1,1,1,3,3,1,1,100,1,2,1,4,1,3,0,21312,20,181050120
5066,1987217,1912303,1,3,2,1,1,1,3,3,1,1,100,1,4,1,6,1,5,14,21312,20,181050120
5067,1987218,1912304,1,3,2,1,1,1,5,3,1,1,166,1,3,2,7,1,3,0,21312,20,181050120
5068,1987219,1912305,1,3,2,1,1,1,2,3,1,1,66,1,1,1,3,1,2,0,21312,20,181050120
5069,1987220,1912306,1,3,2,1,1,1,3,3,1,1,100,1,2,1,4,1,3,0,21312,20,181050120
5070,1987221,1912307,1,3,2,1,1,1,4,3,1,1,133,1,2,1,1,1,3,0,21312,20,181050120
5071,1987222,1912308,1,4,2,1,1,1,4,3,1,1,100,1,2,1,6,1,3,0,21312,20,181050120
5072,1987223,1912309,1,3,2,1,1,1,4,3,1,1,133,1,1,1,3,1,3,0,21312,20,181050120
5073,1987224,1912310,1,3,1,1,1,1,3,3,1,1,100,1,1,1,4,1,3,0,21312,20,181050120
5074,1987225,1912311,1,3,1,1,1,1,3,3,1,1,100,1,2,1,6,1,3,0,21312,20,181050120
5075,1987226,1912312,1,3,2,1,1,1,4,3,1,1,133,1,2,1,4,1,3,25,21312,20,181050120
5076,1987227,1912313,1,3,2,1,1,1,4,3,1,1,133,1,1,2,5,1,5,31,21312,20,181050120
5077,1987228,1912314,1,3,2,1,1,1,5,3,1,1,166,1,2,1,4,1,3,18,21312,20,181050120
5078,1987229,1912315,1,3,2,1,1,1,5,3,1,1,166,2,3,1,3,1,4,0,21312,20,181050120
5079,1987230,1912316,1,3,1,1,1,1,6,3,1,1,200,1,2,1,5,2,3,0,21312,20,181050120
5080,1987231,1912316,2,9,1,8,10,8,4,3,1,1,9999,1,3,1,5,2,4,0,21312,20,181050120
5081,1987232,1912317,1,3,2,1,1,1,1,3,1,1,33,1,4,1,4,1,1,0,21312,20,181050120
5082,1987233,1912318,1,3,2,1,1,1,2,3,1,1,66,2,2,1,6,1,4,0,21312,20,181050120
5083,1987234,1912319,1,3,2,1,1,1,3,3,1,1,100,2,5,1,4,1,4,1,21312,20,181050120
5084,1987235,1912320,1,3,2,1,1,4,1,3,1,1,33,1,1,1,4,1,1,0,21312,20,181050120
5085,1987236,1912321,1,3,2,1,1,1,3,3,1,1,100,1,2,1,6,1,3,0,21312,20,181050120
5086,1987237,1912322,1,3,2,1,1,1,3,3,1,1,100,2,2,1,4,1,4,0,21312,20,181050120
5087,1987238,1912323,1,3,2,1,1,1,3,3,1,1,100,1,2,1,6,1,3,0,21312,20,181050120
5088,1987239,1912324,1,3,2,1,1,1,4,3,1,1,133,1,2,1,9,1,3,0,21312,20,181050120
5089,1987240,1912325,1,2,2,1,1,1,2,3,1,1,100,2,1,1,4,1,4,0,21312,20,181050120
5090,1987241,1912326,1,3,2,1,1,1,3,3,1,1,100,1,2,1,4,1,3,0,21312,20,181050120
5091,1987242,1912327,1,3,2,1,1,1,5,3,1,1,166,1,2,1,3,1,3,0,21312,20,181050120
5092,1987243,1912328,1,3,2,1,1,1,3,3,1,1,100,1,2,1,4,1,3,0,21312,20,181050120
5093,1987244,1912329,1,3,2,1,1,1,5,3,1,1,166,1,3,2,5,1,3,0,21312,20,181050120
5094,1987245,1912330,1,3,1,1,1,1,4,3,1,1,133,1,2,1,6,1,3,0,21312,20,181050120
5095,1987246,1912331,1,3,2,1,1,1,4,3,1,1,133,2,3,1,5,1,4,0,21312,20,181050120
5096,1987247,1912332,1,3,2,1,1,1,4,3,1,1,133,1,2,1,4,1,3,0,21312,20,181050120
5097,1987248,1912333,1,3,2,1,1,1,1,3,1,1,33,2,1,1,3,1,1,0,21312,20,181050120
5098,1987249,1912334,1,6,2,1,1,3,1,3,1,1,16,2,1,1,8,1,1,0,21312,20,181050120
5099,1987250,1912335,1,3,2,1,1,1,3,3,1,1,100,1,2,1,4,1,3,0,21312,20,181050120
5100,1987251,1912336,1,3,2,1,1,1,4,3,1,1,133,1,2,1,5,1,3,0,21312,20,181050120
5101,1987252,1912337,1,3,2,1,1,1,3,3,1,1,100,1,2,1,6,1,3,0,21312,20,181050120
5102,1987253,1912338,1,3,2,1,1,1,2,3,1,1,66,2,1,1,6,1,5,29,21312,20,181050120
5103,1987254,1912339,1,3,2,1,1,1,1,3,1,1,33,2,1,2,10,1,1,0,21312,20,181050120
5104,1987255,1912340,1,3,2,1,1,1,4,3,1,1,133,1,2,1,5,1,3,0,21312,20,181050120
5105,1987256,1912341,1,4,2,1,1,1,4,3,1,1,100,1,2,1,3,1,3,0,21312,20,181050120
5106,1987257,1912342,1,4,2,1,1,1,3,3,1,1,75,2,4,1,3,1,4,25,21312,20,181050120
5107,1987258,1912343,1,3,2,1,1,9,3,3,1,1,100,1,2,1,5,1,3,0,21312,20,181050120
5108,1987259,1912344,1,2,2,1,1,1,3,3,1,1,150,1,2,1,6,1,3,0,21312,20,181050120
5109,1987260,1912345,1,2,2,1,1,1,3,3,1,1,150,2,5,1,3,1,5,25,21312,20,181050120
5110,1987261,1912346,1,3,2,1,1,1,5,3,1,1,166,1,3,1,4,1,3,0,21312,20,181050120
5111,1987262,1912347,1,4,2,1,1,1,5,3,1,1,125,1,2,1,4,1,3,0,21312,20,181050120
5112,1987263,1912348,1,4,2,1,1,1,5,3,1,1,125,1,3,1,4,1,3,0,21312,20,181050120
5113,1987264,1912349,1,4,2,1,1,1,4,3,1,1,100,1,2,1,3,1,3,0,21312,20,181050120
5114,1987265,1912350,1,2,2,1,1,1,5,3,1,1,250,1,3,1,4,1,3,0,21312,20,181050120
5115,1987266,1912351,1,3,2,1,1,1,4,3,1,1,133,1,1,1,8,1,3,0,21312,20,181050120
5116,1987267,1912352,1,3,2,1,1,1,2,3,1,1,66,1,1,1,3,1,2,0,21312,20,181050120
5117,1987268,1912353,1,3,2,1,1,1,4,3,1,1,133,1,2,1,4,1,3,0,21312,20,181050120
5118,1987269,1912354,1,3,2,1,1,1,2,3,1,1,66,2,1,1,3,1,2,0,21312,20,181050120
5119,1987270,1912355,1,2,2,1,1,1,4,3,1,1,200,1,2,1,4,1,3,0,21312,20,181050120
5120,1987271,1912356,1,2,2,1,1,1,3,3,1,1,150,1,2,1,5,1,3,0,21312,20,181050120
5121,1987272,1912357,1,4,2,1,1,1,7,3,1,1,175,1,3,2,3,1,3,0,21312,20,181050120
5122,1987273,1912358,1,4,2,1,1,5,5,3,1,1,125,1,3,1,5,1,3,0,21312,20,181050120
5123,1987274,1912359,1,4,2,1,1,1,5,3,1,1,125,1,2,1,5,1,3,0,21312,20,181050120
5124,1987275,1912360,1,6,2,1,2,5,5,3,1,1,83,1,3,2,6,1,3,0,21312,20,181050120
5125,1987276,1912361,1,2,2,1,1,1,5,3,1,1,250,1,3,1,6,1,3,0,21312,20,181050120
5126,1987277,1912362,1,2,2,1,1,1,4,3,1,1,200,1,2,1,5,1,3,0,21312,20,181050120
5127,1987278,1912363,1,3,2,1,1,1,3,3,1,1,100,1,2,1,3,1,3,0,21312,20,181050120
5128,1987279,1912364,1,3,5,1,1,1,2,3,1,1,66,1,1,1,4,1,5,29,21312,20,181050120
5129,1987280,1912365,1,3,2,1,1,1,4,3,1,1,133,1,2,1,6,1,3,0,21312,20,181050120
5130,1987281,1912366,1,3,2,1,1,1,7,3,1,1,233,1,3,1,3,1,3,0,21312,20,181050120
5131,1987282,1912367,1,4,2,1,1,1,5,3,1,1,125,1,3,1,4,1,3,0,21312,20,181050120
5132,1987283,1912368,1,4,2,1,1,1,5,3,1,1,125,2,3,1,5,1,4,0,21312,20,181050120
5133,1987284,1912369,1,4,2,1,1,1,4,3,1,1,100,1,2,1,4,1,3,0,21312,20,181050120
5134,1987285,1912370,1,4,2,1,1,1,5,3,1,1,125,1,3,1,5,1,3,0,21312,20,181050120
5135,1987286,1912371,1,4,2,1,1,1,2,3,1,1,50,1,1,1,5,1,2,0,21312,20,181050120
5136,1987287,1912372,1,3,2,1,1,1,2,3,1,1,66,2,4,1,1,1,5,25,21312,20,181050120
5137,1987288,1912373,1,3,2,1,1,1,4,3,1,1,133,1,2,1,6,1,4,29,21312,20,181050120
5138,1987289,1912374,1,3,2,1,1,1,2,3,1,1,66,2,2,1,10,1,4,0,21312,20,181050120
5139,1987290,1912375,1,3,2,1,1,1,3,3,1,1,100,2,2,1,5,1,4,0,21312,20,181050120
5140,1987291,1912376,1,3,2,1,1,1,1,3,1,1,33,2,1,1,4,1,1,0,21312,20,181050120
5141,1987292,1912377,1,3,2,1,1,1,4,3,1,1,133,2,2,1,3,1,3,25,21312,20,181050120
5142,1987293,1912378,1,4,2,1,1,1,2,3,1,1,50,1,4,1,6,1,2,0,21312,20,181050120
5143,1987294,1912379,1,6,2,1,1,1,3,3,1,1,50,1,2,1,4,1,3,0,21312,20,181050120
5144,1987295,1912380,1,4,2,1,1,1,6,3,1,1,150,2,3,1,4,1,4,0,21312,20,181050120
5145,1987296,1912381,1,4,2,1,1,1,2,3,1,1,50,1,1,2,5,1,2,0,21312,20,181050120
5146,1987297,1912382,1,3,2,1,1,1,1,3,1,1,33,1,1,1,4,1,1,0,21312,20,181050120
5147,1987298,1912383,1,3,2,1,1,1,3,3,1,1,100,1,2,1,5,1,3,0,21312,20,181050120
5148,1987299,1912384,1,3,2,1,1,1,3,3,1,1,100,1,2,2,5,1,3,0,21312,20,181050120
5149,1987300,1912385,1,4,2,1,1,1,3,3,1,1,75,1,1,1,4,1,3,0,21312,20,181050120
5150,1987301,1912386,1,4,2,1,1,1,6,3,1,1,150,1,3,1,4,1,3,0,21312,20,181050120
5151,1987302,1912387,1,4,2,1,1,1,4,3,1,1,100,1,2,1,6,1,3,0,21312,20,181050120
5152,1987303,1912388,1,4,2,1,1,1,2,3,1,1,50,2,1,1,8,1,5,29,21312,20,181050120
5153,1987304,1912389,1,7,2,1,1,1,5,3,1,1,71,1,2,1,5,1,3,0,21312,20,181050120
5154,1987305,1912390,1,4,2,1,1,1,5,3,1,1,125,1,3,1,4,1,3,0,21312,20,181050120
5155,1987306,1912391,1,4,2,1,1,1,3,3,1,1,75,2,2,2,5,1,4,0,21312,20,181050120
5156,1987307,1912392,1,3,2,1,1,1,4,3,1,1,133,1,2,1,6,1,3,0,21312,20,181050120
5157,1987308,1912393,1,3,2,1,1,1,5,3,1,1,166,1,3,1,5,7,3,0,21312,20,181050120
5158,1987309,1912393,2,4,2,1,1,1,2,3,1,1,50,1,1,1,6,7,2,0,21312,20,181050120
5159,1987310,1912393,3,4,2,1,1,1,3,3,1,1,75,1,2,1,4,7,3,0,21312,20,181050120
5160,1987311,1912393,4,4,2,1,1,1,3,3,1,1,75,1,4,1,4,7,3,0,21312,20,181050120
5161,1987312,1912393,5,4,2,1,1,3,4,3,1,1,100,1,2,1,6,7,3,0,21312,20,181050120
5162,1987313,1912393,6,3,2,1,1,1,3,3,1,1,100,1,2,1,5,7,3,0,21312,20,181050120
5163,1987314,1912393,7,3,2,1,1,1,4,3,1,1,133,1,2,1,5,7,3,0,21312,20,181050120
5164,1987315,1912394,1,3,2,1,1,1,4,3,1,1,133,1,2,1,5,1,3,0,21312,20,181050120
5165,1987316,1912395,1,3,2,1,1,1,3,3,1,1,100,2,5,1,3,1,5,29,21312,20,181050120
5166,1987317,1912396,1,3,2,1,1,1,3,3,1,1,100,1,2,1,4,1,3,0,21312,20,181050120
5167,1987318,1912397,1,3,2,1,1,1,4,3,1,1,133,1,2,2,6,1,3,0,21312,20,181050120
5168,1987319,1912398,1,4,2,1,1,1,3,3,1,1,75,1,2,1,3,2,3,0,21312,20,181050120
5169,1987320,1912398,2,4,2,1,1,1,3,3,1,1,75,2,2,1,3,2,4,0,21312,20,181050120
5170,1987321,1912399,1,4,2,1,1,1,3,3,1,1,75,1,2,1,4,1,3,0,21312,20,181050120
5171,1987322,1912400,1,4,2,1,1,3,6,3,1,1,150,1,3,2,3,1,3,31,21312,20,181050120
5172,1987323,1912401,1,3,2,1,1,1,2,3,1,1,66,1,4,1,5,1,2,0,21312,20,181050120
5173,1987324,1912402,1,3,2,1,1,1,3,3,1,1,100,1,2,1,7,1,3,0,21312,20,181050120
5174,1987325,1912403,1,3,2,1,1,5,2,3,1,1,66,1,1,1,4,1,2,0,21312,20,181050120
5175,1987326,1912404,1,3,2,1,1,1,2,3,1,1,66,1,1,1,4,1,2,0,21312,20,181050120
5176,1987327,1912405,1,4,2,1,1,5,1,3,1,1,25,2,1,1,3,1,1,0,21312,20,181050120
5177,1987328,1912406,1,4,2,1,1,1,7,3,1,1,175,1,3,1,5,1,3,0,21312,20,181050120
5178,1987329,1912407,1,4,2,1,1,1,7,3,1,1,175,1,3,1,4,1,3,0,21312,20,181050120
5179,1987330,1912408,1,4,2,1,1,1,4,3,1,1,100,1,2,2,5,1,3,0,21312,20,181050120
5180,1987331,1912409,1,4,2,1,1,1,2,3,1,1,50,2,4,1,4,1,4,0,21312,20,181050120
5181,1987332,1912410,1,4,2,1,1,1,3,3,1,1,75,1,2,1,5,1,3,0,21312,20,181050120
5182,1987333,1912411,1,3,2,1,1,1,5,3,1,1,166,1,3,1,4,1,3,0,21312,20,181050120
5183,1987334,1912412,1,4,2,1,1,1,3,3,1,1,75,1,2,1,8,1,3,0,21312,20,181050120
5184,1987335,1912413,1,3,2,1,1,1,1,3,1,1,33,2,1,1,6,1,1,0,21312,20,181050120
5185,1987336,1912414,1,4,2,1,2,2,3,3,1,1,75,1,1,1,3,1,3,0,21312,20,181050120
5186,1987337,1912415,1,3,2,3,10,2,4,3,1,1,133,2,2,1,3,1,4,29,21312,20,181050120
5187,1987338,1912416,1,3,2,3,10,1,13,3,1,1,433,1,6,1,3,1,3,1,21312,20,181050120
5188,1987339,1912417,1,4,2,3,10,2,3,3,1,1,75,1,4,1,3,1,3,0,21312,20,181050120
5189,1987340,1912418,1,3,2,3,10,2,5,3,1,1,166,1,2,1,3,1,3,25,21312,20,181050120
5190,1987341,1912419,1,1,2,3,10,2,4,3,1,1,400,1,2,1,3,1,3,0,21312,20,181050120
5191,1987342,1912420,1,3,3,3,10,2,6,3,1,1,200,1,3,1,4,1,3,0,21312,20,181050120
5192,1987343,1912421,1,3,2,3,10,2,2,3,1,1,66,1,4,1,3,1,2,0,21312,20,181050120
5193,1987344,1912422,1,3,2,1,2,2,4,3,1,1,133,2,3,1,3,1,4,0,21312,20,181050120
5194,1987345,1912423,1,5,2,3,10,2,2,3,1,1,40,2,4,1,3,1,4,0,21312,20,181050120
5195,1987346,1912424,1,1,2,3,10,2,1,3,1,1,100,1,1,1,3,1,1,0,21312,20,181050120
5196,1987347,1912425,1,1,3,3,10,2,5,3,1,1,500,2,2,1,3,1,4,17,21312,20,181050120
5197,1987348,1912426,1,3,2,3,10,2,5,3,1,1,166,1,5,1,3,1,3,31,21312,20,181050120
5198,1987349,1912427,1,1,5,3,10,2,8,3,1,1,800,1,3,1,3,1,3,0,21312,20,181050120
5199,1987350,1912428,1,3,2,3,10,2,6,3,1,1,200,1,2,1,1,1,3,29,21312,20,181050120
5200,1987351,1912429,1,2,2,3,10,2,3,3,1,1,150,1,2,1,4,1,3,0,21312,20,181050120
5201,1987352,1912430,1,2,2,3,10,2,4,3,1,1,200,2,2,1,3,1,4,29,21312,20,181050120
5202,1987353,1912431,1,1,2,1,2,2,5,3,1,1,500,1,3,1,1,1,3,0,21312,20,181050120
5203,1987354,1912432,1,2,2,3,10,2,5,3,1,1,250,1,5,1,3,1,3,1,21312,20,181050120
5204,1987355,1912433,1,2,2,3,10,2,3,3,1,1,150,1,1,1,3,1,3,0,21312,20,181050120
5205,1987356,1912434,1,2,5,3,10,2,3,3,1,1,150,1,5,1,3,1,3,0,21312,20,181050120
5206,1987357,1912435,1,3,2,3,10,2,5,3,1,1,166,1,3,1,3,1,3,0,21312,20,181050120
5207,1987358,1912436,1,1,5,3,10,2,8,3,1,1,800,1,3,1,1,1,3,0,21312,20,181050120
5208,1987359,1912437,1,4,2,1,2,2,5,3,1,1,125,1,3,1,6,1,3,0,21312,20,181050120
5209,1987360,1912438,1,1,5,3,10,2,2,3,1,1,200,1,1,2,1,2,2,0,21312,20,181050120
5210,1987361,1912438,2,1,5,3,10,2,3,3,1,1,300,1,2,1,1,2,3,0,21312,20,181050120
5211,1987362,1912439,1,3,2,1,2,2,4,3,1,1,133,1,2,1,3,1,3,0,21312,20,181050120
5212,1987363,1912440,1,1,2,3,10,3,3,3,1,1,300,1,2,1,4,1,3,0,21312,20,181050120
5213,1987364,1912441,1,2,5,3,10,2,6,3,1,1,300,2,5,1,3,1,5,25,21312,20,181050120
5214,1987365,1912442,1,4,2,3,10,2,5,3,1,1,125,1,5,1,4,1,3,25,21312,20,181050120
5215,1987366,1912443,1,2,2,3,10,2,6,3,1,1,300,1,3,1,4,1,3,29,21312,20,181050120
5216,1987367,1912444,1,6,2,1,2,2,5,3,1,1,83,1,3,1,4,1,3,0,21312,20,181050120
5217,1987368,1912445,1,3,5,3,10,2,7,3,1,1,233,1,5,1,3,1,3,0,21312,20,181050120
5218,1987369,1912446,1,2,2,3,10,2,2,3,1,1,100,2,4,1,1,1,5,25,21312,20,181050120
5219,1987370,1912447,1,3,2,3,10,2,5,3,1,1,166,1,3,1,4,1,3,0,21312,20,181050120
5220,1987371,1912448,1,3,5,3,10,2,5,3,1,1,166,1,2,1,3,1,3,25,21312,20,181050120
5221,1987372,1912449,1,2,3,3,10,2,9,3,1,1,450,1,3,1,4,1,3,0,21312,20,181050120
5222,1987373,1912450,1,2,3,3,10,8,5,3,1,1,250,2,2,1,1,2,4,0,21312,20,181050120
5223,1987374,1912450,2,2,3,3,10,2,3,3,1,1,150,1,4,1,3,2,5,14,21312,20,181050120
5224,1987375,1912451,1,1,2,1,2,2,13,3,1,1,1300,1,3,1,3,1,3,29,21312,20,181050120
5225,1987376,1912452,1,3,2,3,10,2,2,3,1,1,66,2,1,1,4,1,5,29,21312,20,181050120
5226,1987377,1912453,1,1,3,1,2,2,4,3,1,1,400,1,2,1,6,1,3,0,21312,20,181050120
5227,1987378,1912454,1,4,2,1,2,2,5,3,1,1,125,2,5,1,3,1,4,10,21312,20,181050120
5228,1987379,1912455,1,3,5,3,10,2,3,3,1,1,100,1,5,1,1,1,3,0,21312,20,181050120
5229,1987380,1912456,1,2,3,3,10,2,6,3,1,1,300,1,3,1,4,1,3,0,21312,20,181050120
5230,1987381,1912457,1,3,2,3,10,2,1,3,1,1,33,1,1,1,4,1,1,0,21312,20,181050120
5231,1987382,1912458,1,2,5,3,10,2,7,3,1,1,350,1,3,1,4,1,3,0,21312,20,181050120
