,Unnamed: 0,VIVIENDA_REF_ID,SEGMENTO_REF_ID,VIVIENDA,MANZANA,CONDOCUP,VIVCOLECT,TIPOVIV,CANTHOGAR,PAREDES,TECHO,PISOS,ELECTRIC,AGUA,OBTAGUA,CMV60UNBI,CMV61HJEF,CMV29PEVI,CMV27ARPO,CMV79NCAJ,CMV16CTOS,CMV15TCAS,CMV14INOD,CMV13DINO,CMV23NBI,CMV2AHACI,CMV2BTIVI,CMV2CRETR,CMV2DEDES,CMV2ECASU,CMV08PERS,CMV05TALO,CMV24LOCO,PROVORIG,RADIO_REF_ID,SEGMENTO,FRACCION_REF_ID,RADIO,DEPTO_REF_ID,FRACCION,PROVIN_REF_ID,DEPTO,NOMBDEPTO,RC91
81109,81109,1907930,127589,18,010,1,10,2,1,1,3,2,1,3,1,4,100,1,0,430160,100,0,3,7,1,0,0,1,0,0,2,6,3800,18,21294,8,2461,02,205,01,5,105,Mercedes                                          ,181050102
81110,81110,1907931,127589,19,010,1,10,1,1,1,3,2,3,3,1,4,100,1,0,430160,100,2,3,7,0,0,0,0,0,0,2,6,3800,18,21294,8,2461,02,205,01,5,105,Mercedes                                          ,181050102
81111,81111,1907932,127589,20,000,1,10,2,1,2,4,3,1,8,1,4,100,1,0,430160,100,0,3,7,0,0,0,0,0,0,11,6,3800,18,21294,8,2461,02,205,01,5,105,Mercedes                                          ,181050102
81112,81112,1907933,127589,21,000,1,10,1,1,1,6,2,1,3,1,4,100,1,0,430160,100,2,3,7,0,0,0,0,0,0,6,6,3800,18,21294,8,2461,02,205,01,5,105,Mercedes                                          ,181050102
81113,81113,1907934,127590,1,011,1,10,1,1,1,5,3,1,3,1,4,100,1,0,430160,100,2,3,7,2,1,0,1,0,0,11,6,3800,18,21294,9,2461,02,205,01,5,105,Mercedes                                          ,181050102
81114,81114,1907935,127590,2,011,1,10,9,2,1,1,6,1,8,8,4,100,1,0,430160,100,0,3,7,1,0,0,0,0,1,2,6,3800,18,21294,9,2461,02,205,01,5,105,Mercedes                                          ,181050102
81115,81115,1907936,127590,4,011,1,10,1,1,2,5,3,3,3,1,4,100,1,0,430160,100,2,3,7,1,1,0,0,0,0,7,6,3800,18,21294,9,2461,02,205,01,5,105,Mercedes                                          ,181050102
81116,81116,1907937,127590,5,011,1,10,1,2,1,5,3,1,3,1,4,100,1,0,430160,100,2,3,7,2,1,0,1,0,0,11,6,3800,18,21294,9,2461,02,205,01,5,105,Mercedes                                          ,181050102
81117,81117,1907938,127590,6,011,1,10,1,1,1,3,2,3,3,1,4,100,1,0,430160,100,2,3,7,0,0,0,0,0,0,3,6,3800,18,21294,9,2461,02,205,01,5,105,Mercedes                                          ,181050102
81118,81118,1907939,127590,7,011,1,10,1,2,1,6,2,1,3,1,4,100,1,0,430160,100,2,3,7,1,0,0,0,1,0,9,6,3800,18,21294,9,2461,02,205,01,5,105,Mercedes                                          ,181050102
81119,81119,1907940,127590,8,011,1,10,1,1,1,6,3,3,3,1,4,100,1,0,430160,100,2,3,7,1,1,0,0,0,0,4,6,3800,18,21294,9,2461,02,205,01,5,105,Mercedes                                          ,181050102
81120,81120,1907941,127590,11,011,1,10,1,1,1,3,2,1,3,1,4,100,1,0,430160,100,2,3,7,1,0,0,1,0,0,6,6,3800,18,21294,9,2461,02,205,01,5,105,Mercedes                                          ,181050102
81121,81121,1907942,127590,12,001,1,10,1,1,1,3,2,1,1,1,4,100,1,0,430160,100,2,3,7,0,0,0,0,0,0,11,6,3800,18,21294,9,2461,02,205,01,5,105,Mercedes                                          ,181050102
81122,81122,1907943,127590,13,011,1,10,1,1,1,3,2,1,1,1,4,100,1,0,430160,100,1,0,2,0,0,0,0,0,0,6,6,3800,18,21294,9,2461,02,205,01,5,105,Mercedes                                          ,181050102
81123,81123,1907944,127590,14,011,1,10,1,1,1,3,2,1,1,1,4,100,1,0,430160,100,1,0,2,0,0,0,0,0,0,1,6,3800,18,21294,9,2461,02,205,01,5,105,Mercedes                                          ,181050102
81124,81124,1907945,127590,16,011,1,10,1,1,1,3,2,1,3,1,4,100,1,0,430160,100,2,3,7,0,0,0,0,0,0,4,6,3800,18,21294,9,2461,02,205,01,5,105,Mercedes                                          ,181050102
81125,81125,1907946,127590,17,011,1,10,1,1,1,5,2,1,3,1,4,100,1,0,430160,100,2,3,7,1,0,0,1,0,0,4,6,3800,18,21294,9,2461,02,205,01,5,105,Mercedes                                          ,181050102
81126,81126,1907947,127591,1,002,1,10,2,2,2,5,3,3,8,1,4,100,1,0,430174,100,0,3,7,0,0,0,0,0,0,7,6,3800,18,21294,10,2461,02,205,01,5,105,Mercedes                                          ,181050102
81127,81127,1907948,127591,2,012,1,10,9,1,2,6,3,3,8,1,4,100,1,0,430174,100,0,3,7,1,1,0,0,0,0,8,6,3800,18,21294,10,2461,02,205,01,5,105,Mercedes                                          ,181050102
81128,81128,1907949,127591,3,012,1,10,9,1,2,4,2,1,8,1,4,100,1,0,430174,100,0,3,7,0,0,0,0,0,0,6,6,3800,18,21294,10,2461,02,205,01,5,105,Mercedes                                          ,181050102
81129,81129,1907950,127591,4,012,1,10,2,1,1,6,3,3,3,1,4,100,1,0,430174,100,0,3,7,2,0,1,1,0,0,3,6,3800,18,21294,10,2461,02,205,01,5,105,Mercedes                                          ,181050102
81130,81130,1907951,127591,5,011,1,10,1,1,1,3,2,1,3,1,4,100,1,0,430174,100,2,3,7,0,0,0,0,0,0,8,6,3800,18,21294,10,2461,02,205,01,5,105,Mercedes                                          ,181050102
81131,81131,1907952,127591,6,011,1,10,1,1,1,5,3,1,3,1,4,100,1,0,430174,100,2,3,7,0,0,0,0,0,0,4,6,3800,18,21294,10,2461,02,205,01,5,105,Mercedes                                          ,181050102
81132,81132,1907953,127591,7,011,1,10,1,1,1,3,2,2,1,1,4,100,1,0,430174,100,1,0,1,0,0,0,0,0,0,6,6,3800,18,21294,10,2461,02,205,01,5,105,Mercedes                                          ,181050102
81133,81133,1907954,127591,8,011,1,10,2,2,2,6,3,3,3,1,4,100,1,0,430174,100,0,3,7,1,0,0,1,0,0,9,6,3800,18,21294,10,2461,02,205,01,5,105,Mercedes                                          ,181050102
81134,81134,1907955,127591,9,011,1,10,2,2,2,4,3,3,3,1,4,100,1,0,430174,100,0,3,7,0,0,0,0,0,0,9,6,3800,18,21294,10,2461,02,205,01,5,105,Mercedes                                          ,181050102
81135,81135,1907956,127591,10,011,1,10,2,1,2,5,3,3,3,1,4,100,1,0,430174,100,0,3,7,1,0,1,0,0,0,2,6,3800,18,21294,10,2461,02,205,01,5,105,Mercedes                                          ,181050102
81136,81136,1907957,127591,11,011,1,10,2,1,2,6,3,3,3,1,4,100,1,0,430174,100,0,3,7,0,0,0,0,0,0,6,6,3800,18,21294,10,2461,02,205,01,5,105,Mercedes                                          ,181050102
81137,81137,1907958,127591,12,011,1,10,2,1,2,7,3,3,3,1,4,100,1,0,430174,100,0,3,7,2,1,0,1,0,0,4,6,3800,18,21294,10,2461,02,205,01,5,105,Mercedes                                          ,181050102
81138,81138,1907959,127591,13,011,1,10,1,1,1,3,3,3,3,1,4,100,1,0,430174,100,2,3,7,0,0,0,0,0,0,3,6,3800,18,21294,10,2461,02,205,01,5,105,Mercedes                                          ,181050102
81139,81139,1907960,127591,14,011,1,10,1,1,1,3,1,1,1,1,4,100,1,0,430174,100,2,3,7,0,0,0,0,0,0,5,6,3800,18,21294,10,2461,02,205,01,5,105,Mercedes                                          ,181050102
81140,81140,1907961,127591,15,011,1,10,1,2,1,4,3,1,3,1,4,100,1,0,430174,100,2,3,7,1,0,0,1,0,0,8,6,3800,18,21294,10,2461,02,205,01,5,105,Mercedes                                          ,181050102
81141,81141,1907962,127591,16,011,1,10,1,1,2,3,3,1,1,1,4,100,1,0,430174,100,2,3,7,1,1,0,0,0,0,7,6,3800,18,21294,10,2461,02,205,01,5,105,Mercedes                                          ,181050102
81142,81142,1907963,127591,17,012,1,10,1,1,1,3,3,1,3,1,4,100,1,0,430174,100,2,3,7,1,1,0,0,0,0,7,6,3800,18,21294,10,2461,02,205,01,5,105,Mercedes                                          ,181050102
81143,81143,1907964,127591,18,012,1,10,1,1,1,3,2,1,3,1,4,100,1,0,430174,100,2,3,7,0,0,0,0,0,0,2,6,3800,18,21294,10,2461,02,205,01,5,105,Mercedes                                          ,181050102
81144,81144,1907965,127591,19,000,1,10,1,1,1,3,2,3,3,1,4,100,1,0,430174,100,2,3,7,2,1,0,1,0,0,4,6,3800,18,21294,10,2461,02,205,01,5,105,Mercedes                                          ,181050102
81145,81145,1907966,127591,20,012,1,10,1,1,1,3,2,1,3,1,4,100,1,0,430174,100,2,3,7,0,0,0,0,0,0,5,6,3800,18,21294,10,2461,02,205,01,5,105,Mercedes                                          ,181050102
81146,81146,1907967,127591,21,012,1,10,2,1,2,5,3,3,3,1,4,100,1,0,430174,100,0,3,7,0,0,0,0,0,0,5,6,3800,18,21294,10,2461,02,205,01,5,105,Mercedes                                          ,181050102
81147,81147,1907968,127591,22,012,1,10,1,1,1,3,2,3,8,4,4,100,1,0,430174,100,2,3,7,1,0,0,1,0,0,5,6,3800,18,21294,10,2461,02,205,01,5,105,Mercedes                                          ,181050102
81148,81148,1907969,127592,1,014,1,10,2,1,1,3,3,3,8,8,4,100,1,0,430174,100,0,3,7,1,0,1,0,0,0,1,6,3800,18,21294,11,2461,02,205,01,5,105,Mercedes                                          ,181050102
81149,81149,1907970,127592,2,014,1,10,2,1,2,5,3,3,3,4,4,100,1,0,430174,100,0,3,7,0,0,0,0,0,0,3,6,3800,18,21294,11,2461,02,205,01,5,105,Mercedes                                          ,181050102
81150,81150,1907971,127592,3,014,1,10,1,1,1,6,3,3,3,4,4,100,1,0,430174,100,2,3,7,0,0,0,0,0,0,5,6,3800,18,21294,11,2461,02,205,01,5,105,Mercedes                                          ,181050102
81151,81151,1907972,127592,4,014,1,10,1,1,3,5,3,3,8,4,4,100,1,0,430174,100,2,3,7,1,0,0,1,0,0,6,6,3800,18,21294,11,2461,02,205,01,5,105,Mercedes                                          ,181050102
81152,81152,1907973,127592,5,014,1,10,1,2,1,3,2,1,1,1,4,100,1,0,430174,100,1,0,2,0,0,0,0,0,0,9,6,3800,18,21294,11,2461,02,205,01,5,105,Mercedes                                          ,181050102
81153,81153,1907974,127592,6,014,1,10,9,1,1,6,3,1,8,4,4,100,1,0,430174,100,0,3,7,1,1,0,0,0,0,9,6,3800,18,21294,11,2461,02,205,01,5,105,Mercedes                                          ,181050102
81154,81154,1907975,127592,7,014,1,10,1,1,1,5,2,1,1,1,4,100,1,0,430174,100,1,0,3,0,0,0,0,0,0,6,6,3800,18,21294,11,2461,02,205,01,5,105,Mercedes                                          ,181050102
81155,81155,1907976,127592,8,014,1,10,1,1,1,6,2,3,3,4,4,100,1,0,430174,100,2,3,7,1,1,0,0,0,0,7,6,3800,18,21294,11,2461,02,205,01,5,105,Mercedes                                          ,181050102
81156,81156,1907977,127592,9,014,1,10,1,1,1,3,2,1,1,1,4,100,1,0,430174,100,1,0,3,0,0,0,0,0,0,5,6,3800,18,21294,11,2461,02,205,01,5,105,Mercedes                                          ,181050102
81157,81157,1907978,127593,1,015,1,10,9,1,2,3,3,3,3,8,4,100,1,0,430174,100,0,3,7,2,0,0,1,0,1,1,6,3800,18,21294,12,2461,02,205,01,5,105,Mercedes                                          ,181050102
81158,81158,1907979,127593,2,015,1,10,1,1,1,3,2,3,8,1,4,100,1,0,430174,100,2,3,7,1,1,0,0,0,0,8,6,3800,18,21294,12,2461,02,205,01,5,105,Mercedes                                          ,181050102
81159,81159,1907980,127593,3,015,1,10,1,1,1,5,3,3,3,1,4,100,1,0,430174,100,2,3,7,0,0,0,0,0,0,6,6,3800,18,21294,12,2461,02,205,01,5,105,Mercedes                                          ,181050102
81160,81160,1907981,127593,4,015,1,10,1,1,1,3,3,1,3,1,4,100,1,0,430174,100,2,3,7,1,1,0,0,0,0,9,6,3800,18,21294,12,2461,02,205,01,5,105,Mercedes                                          ,181050102
81161,81161,1907982,127593,6,015,1,10,1,1,1,6,3,3,3,1,4,100,1,0,430174,100,2,3,7,2,0,0,1,0,1,5,6,3800,18,21294,12,2461,02,205,01,5,105,Mercedes                                          ,181050102
81162,81162,1907983,127593,7,015,1,10,1,1,1,5,3,1,1,1,4,100,1,0,430174,100,2,3,7,2,1,0,0,1,0,10,6,3800,18,21294,12,2461,02,205,01,5,105,Mercedes                                          ,181050102
81163,81163,1907984,127593,8,015,1,10,1,1,1,3,2,1,1,1,4,100,1,0,430174,100,1,0,3,1,1,0,0,0,0,6,6,3800,18,21294,12,2461,02,205,01,5,105,Mercedes                                          ,181050102
81164,81164,1907985,127593,10,015,1,10,1,1,1,3,3,1,3,1,4,100,1,0,430174,100,2,3,7,0,0,0,0,0,0,6,6,3800,18,21294,12,2461,02,205,01,5,105,Mercedes                                          ,181050102
81165,81165,1907986,127593,11,015,1,10,1,1,1,5,3,1,2,1,4,100,1,0,430174,100,2,3,7,2,0,0,1,0,1,2,6,3800,18,21294,12,2461,02,205,01,5,105,Mercedes                                          ,181050102
81166,81166,1907987,127593,12,015,1,10,1,1,1,3,3,1,2,1,4,100,1,0,430174,100,2,3,7,0,0,0,0,0,0,4,6,3800,18,21294,12,2461,02,205,01,5,105,Mercedes                                          ,181050102
81167,81167,1907988,127593,13,150,1,10,1,1,1,3,2,1,2,1,4,100,1,0,430174,100,2,3,7,1,1,0,0,0,0,7,6,3800,18,21294,12,2461,02,205,01,5,105,Mercedes                                          ,181050102
81168,81168,1907989,127593,14,015,1,10,1,1,1,3,2,1,1,1,4,100,1,0,430174,100,1,0,3,0,0,0,0,0,0,5,6,3800,18,21294,12,2461,02,205,01,5,105,Mercedes                                          ,181050102
81169,81169,1907990,127593,15,015,1,10,1,2,1,3,1,1,1,1,4,100,1,0,430174,100,1,0,2,0,0,0,0,0,0,7,6,3800,18,21294,12,2461,02,205,01,5,105,Mercedes                                          ,181050102
81170,81170,1907991,127593,16,015,1,10,2,1,2,5,3,3,1,1,4,100,1,0,430174,100,0,3,7,1,0,0,0,0,1,1,6,3800,18,21294,12,2461,02,205,01,5,105,Mercedes                                          ,181050102
81171,81171,1907992,127593,17,015,1,10,1,1,1,3,2,1,1,1,4,100,1,0,430174,100,1,0,2,0,0,0,0,0,0,2,6,3800,18,21294,12,2461,02,205,01,5,105,Mercedes                                          ,181050102
81172,81172,1907993,127593,18,015,1,10,1,1,1,3,2,1,1,1,4,100,1,0,430174,100,1,0,2,0,0,0,0,0,0,7,6,3800,18,21294,12,2461,02,205,01,5,105,Mercedes                                          ,181050102
81173,81173,1907994,127593,19,150,1,10,1,1,1,3,2,3,2,1,4,100,1,0,430174,100,2,3,7,2,1,0,1,0,0,7,6,3800,18,21294,12,2461,02,205,01,5,105,Mercedes                                          ,181050102
81174,81174,1907995,127593,20,015,1,10,1,1,1,5,3,3,3,1,4,100,1,0,430174,100,2,3,7,0,0,0,0,0,0,5,6,3800,18,21294,12,2461,02,205,01,5,105,Mercedes                                          ,181050102
81175,81175,1907996,127593,21,015,1,10,1,1,1,3,1,1,1,1,4,100,1,0,430174,100,1,0,2,1,0,0,0,1,0,5,6,3800,18,21294,12,2461,02,205,01,5,105,Mercedes                                          ,181050102
81176,81176,1907997,127593,22,015,1,10,1,1,1,1,1,1,1,1,4,100,1,0,430174,100,1,0,2,0,0,0,0,0,0,6,6,3800,18,21294,12,2461,02,205,01,5,105,Mercedes                                          ,181050102
81177,81177,1907998,127593,23,015,1,10,1,1,1,1,1,3,3,1,4,100,1,0,430174,100,2,3,7,0,0,0,0,0,0,3,6,3800,18,21294,12,2461,02,205,01,5,105,Mercedes                                          ,181050102
81178,81178,1907999,127593,24,015,1,10,1,1,1,3,3,3,1,1,4,100,1,0,430174,100,2,3,7,1,0,0,1,0,0,4,6,3800,18,21294,12,2461,02,205,01,5,105,Mercedes                                          ,181050102
81179,81179,1908000,127594,1,016,1,10,1,1,1,5,2,3,3,1,4,100,1,0,430188,100,2,3,7,0,0,0,0,0,0,5,6,3800,18,21294,13,2461,02,205,01,5,105,Mercedes                                          ,181050102
81180,81180,1908001,127594,2,016,1,10,1,1,1,3,3,3,3,1,4,100,1,0,430188,100,2,3,7,0,0,0,0,0,0,1,6,3800,18,21294,13,2461,02,205,01,5,105,Mercedes                                          ,181050102
81181,81181,1908002,127594,3,016,1,10,1,1,1,3,3,1,3,1,4,100,1,0,430188,100,2,3,7,1,1,0,0,0,0,16,6,3800,18,21294,13,2461,02,205,01,5,105,Mercedes                                          ,181050102
81182,81182,1908003,127594,4,016,1,10,1,1,1,3,2,1,2,1,4,100,1,0,430188,100,2,0,1,0,0,0,0,0,0,4,6,3800,18,21294,13,2461,02,205,01,5,105,Mercedes                                          ,181050102
81183,81183,1908004,127594,5,016,1,10,1,1,1,3,2,1,3,1,4,100,1,0,430188,100,2,3,7,1,0,0,1,0,0,4,6,3800,18,21294,13,2461,02,205,01,5,105,Mercedes                                          ,181050102
81184,81184,1908005,127594,6,016,1,10,1,1,1,3,2,1,3,1,4,100,1,0,430188,100,2,3,7,0,0,0,0,0,0,5,6,3800,18,21294,13,2461,02,205,01,5,105,Mercedes                                          ,181050102
81185,81185,1908006,127594,7,016,1,10,1,2,1,3,1,1,1,1,4,100,1,0,430188,100,2,3,7,0,0,0,0,0,0,12,6,3800,18,21294,13,2461,02,205,01,5,105,Mercedes                                          ,181050102
81186,81186,1908007,127594,8,016,1,10,2,1,2,5,2,1,8,8,4,100,1,0,430188,100,0,3,7,3,0,1,1,0,1,1,6,3800,18,21294,13,2461,02,205,01,5,105,Mercedes                                          ,181050102
81187,81187,1908008,127594,9,016,1,10,1,1,1,3,2,1,3,1,4,100,1,0,430188,100,2,3,7,0,0,0,0,0,0,6,6,3800,18,21294,13,2461,02,205,01,5,105,Mercedes                                          ,181050102
81188,81188,1908009,127594,10,016,1,10,2,1,2,3,3,3,3,1,4,100,1,0,430188,100,0,3,7,1,1,0,0,0,0,7,6,3800,18,21294,13,2461,02,205,01,5,105,Mercedes                                          ,181050102
81189,81189,1908010,127594,11,016,1,10,2,1,1,3,3,1,3,1,4,100,1,0,430188,100,0,3,7,1,1,0,0,0,0,11,6,3800,18,21294,13,2461,02,205,01,5,105,Mercedes                                          ,181050102
81190,81190,1908011,127594,12,016,1,10,1,1,1,3,2,1,3,1,4,100,1,0,430188,100,2,3,7,1,0,0,1,0,0,6,6,3800,18,21294,13,2461,02,205,01,5,105,Mercedes                                          ,181050102
81191,81191,1908012,127594,13,016,1,10,2,1,1,3,3,3,3,1,4,100,1,0,430188,100,0,3,7,2,1,1,0,0,0,6,6,3800,18,21294,13,2461,02,205,01,5,105,Mercedes                                          ,181050102
81192,81192,1908013,127594,14,016,1,10,9,1,2,3,6,3,8,8,4,100,1,0,430188,100,0,8,7,2,1,1,0,0,0,6,6,3800,18,21294,13,2461,02,205,01,5,105,Mercedes                                          ,181050102
81193,81193,1908014,127594,15,016,1,10,1,1,1,3,2,1,1,1,4,100,1,0,430188,100,2,3,7,0,0,0,0,0,0,5,6,3800,18,21294,13,2461,02,205,01,5,105,Mercedes                                          ,181050102
81194,81194,1908015,127595,1,017,1,10,1,1,1,3,3,1,3,1,4,100,1,0,430188,100,2,3,7,1,0,0,1,0,0,3,6,3800,18,21294,14,2461,02,205,01,5,105,Mercedes                                          ,181050102
81195,81195,1908016,127595,2,017,1,10,1,1,1,3,2,1,3,1,4,100,1,0,430188,100,2,3,7,0,0,0,0,0,0,3,6,3800,18,21294,14,2461,02,205,01,5,105,Mercedes                                          ,181050102
81196,81196,1908017,127595,3,017,1,10,1,2,1,5,3,3,3,1,4,100,1,0,430188,100,2,3,7,1,1,0,0,0,0,7,6,3800,18,21294,14,2461,02,205,01,5,105,Mercedes                                          ,181050102
81197,81197,1908018,127595,4,017,1,10,9,1,1,4,2,3,3,1,4,100,1,0,430188,100,0,3,7,0,0,0,0,0,0,2,6,3800,18,21294,14,2461,02,205,01,5,105,Mercedes                                          ,181050102
81198,81198,1908019,127595,5,017,1,10,2,2,1,2,2,3,3,1,4,100,1,0,430188,100,0,3,7,2,0,0,1,0,1,5,6,3800,18,21294,14,2461,02,205,01,5,105,Mercedes                                          ,181050102
81199,81199,1908020,127595,6,017,1,10,2,1,1,5,3,1,2,1,4,100,1,0,430188,100,0,3,7,0,0,0,0,0,0,4,6,3800,18,21294,14,2461,02,205,01,5,105,Mercedes                                          ,181050102
81200,81200,1908021,127595,7,017,1,10,1,1,1,3,1,1,8,8,4,100,1,0,430188,100,2,3,7,1,1,0,0,0,0,10,6,3800,18,21294,14,2461,02,205,01,5,105,Mercedes                                          ,181050102
81201,81201,1908022,127595,9,017,1,10,1,1,1,5,3,1,3,8,4,100,1,0,430188,100,2,3,7,1,0,0,1,0,0,3,6,3800,18,21294,14,2461,02,205,01,5,105,Mercedes                                          ,181050102
81202,81202,1908023,127595,10,017,1,10,1,1,1,3,1,1,1,1,4,100,1,0,430188,100,1,0,2,0,0,0,0,0,0,7,6,3800,18,21294,14,2461,02,205,01,5,105,Mercedes                                          ,181050102
81203,81203,1908024,127595,11,017,1,10,1,1,1,3,1,1,8,8,4,100,1,0,430188,100,2,3,7,0,0,0,0,0,0,3,6,3800,18,21294,14,2461,02,205,01,5,105,Mercedes                                          ,181050102
81204,81204,1908025,127595,12,017,1,10,1,1,1,2,2,1,8,1,4,100,1,0,430188,100,2,3,7,0,0,0,0,0,0,1,6,3800,18,21294,14,2461,02,205,01,5,105,Mercedes                                          ,181050102
81205,81205,1908026,127595,13,017,1,10,1,1,1,3,1,1,1,1,4,100,1,0,430188,100,2,3,7,1,0,0,0,0,1,4,6,3800,18,21294,14,2461,02,205,01,5,105,Mercedes                                          ,181050102
81206,81206,1908027,127595,15,017,1,10,2,1,1,2,3,3,3,1,4,100,1,0,430188,100,0,3,7,1,0,0,1,0,0,2,6,3800,18,21294,14,2461,02,205,01,5,105,Mercedes                                          ,181050102
81207,81207,1908028,127595,16,017,1,10,2,1,1,3,6,3,8,8,4,100,1,0,430188,100,0,3,7,1,0,1,0,0,0,3,6,3800,18,21294,14,2461,02,205,01,5,105,Mercedes                                          ,181050102
81208,81208,1908029,127595,17,017,1,10,9,1,1,1,6,3,8,8,4,100,1,0,430188,100,0,3,7,0,0,0,0,0,0,6,6,3800,18,21294,14,2461,02,205,01,5,105,Mercedes                                          ,181050102
81209,81209,1908030,127595,18,017,1,10,1,1,1,3,2,1,8,1,4,100,1,0,430188,100,2,3,7,1,0,0,1,0,0,1,6,3800,18,21294,14,2461,02,205,01,5,105,Mercedes                                          ,181050102
81210,81210,1908031,127595,19,017,1,10,1,2,1,3,1,1,8,8,4,100,1,0,430188,100,2,3,7,0,0,0,0,0,0,7,6,3800,18,21294,14,2461,02,205,01,5,105,Mercedes                                          ,181050102
81211,81211,1908032,127595,20,017,1,10,1,1,1,4,2,1,3,1,4,100,1,0,430188,100,2,3,7,0,0,0,0,0,0,4,6,3800,18,21294,14,2461,02,205,01,5,105,Mercedes                                          ,181050102
81212,81212,1908033,127595,21,017,1,10,2,1,2,6,3,1,8,8,4,100,1,0,430188,100,0,3,7,0,0,0,0,0,0,2,6,3800,18,21294,14,2461,02,205,01,5,105,Mercedes                                          ,181050102
81213,81213,1908034,127596,1,018,1,10,1,1,1,3,1,1,8,1,4,100,1,0,430188,100,2,3,7,1,0,0,1,0,0,1,6,3800,18,21294,15,2461,02,205,01,5,105,Mercedes                                          ,181050102
81214,81214,1908035,127596,2,018,1,10,1,1,1,3,1,1,8,1,4,100,1,0,430188,100,2,3,7,0,0,0,0,0,0,5,6,3800,18,21294,15,2461,02,205,01,5,105,Mercedes                                          ,181050102
81215,81215,1908036,127596,3,018,1,10,1,1,1,3,1,1,8,8,4,100,1,0,430188,100,2,3,7,0,0,0,0,0,0,4,6,3800,18,21294,15,2461,02,205,01,5,105,Mercedes                                          ,181050102
81216,81216,1908037,127596,4,018,1,10,1,1,1,3,6,1,8,8,4,100,1,0,430188,100,2,3,7,1,0,0,1,0,0,3,6,3800,18,21294,15,2461,02,205,01,5,105,Mercedes                                          ,181050102
81217,81217,1908038,127596,5,018,1,10,2,1,5,4,3,1,3,1,4,100,1,0,430188,100,0,3,7,0,0,0,0,0,0,3,6,3800,18,21294,15,2461,02,205,01,5,105,Mercedes                                          ,181050102
81218,81218,1908039,127596,6,018,1,10,1,1,2,5,3,1,3,1,4,100,1,0,430188,100,2,3,7,1,1,0,0,0,0,11,6,3800,18,21294,15,2461,02,205,01,5,105,Mercedes                                          ,181050102
81219,81219,1908040,127596,7,018,1,10,1,1,1,3,6,1,8,1,4,100,1,0,430188,100,2,3,7,0,0,0,0,0,0,5,6,3800,18,21294,15,2461,02,205,01,5,105,Mercedes                                          ,181050102
81220,81220,1908041,127596,8,018,1,10,1,1,1,5,3,1,8,8,4,100,1,0,430188,100,2,3,7,1,0,0,1,0,0,1,6,3800,18,21294,15,2461,02,205,01,5,105,Mercedes                                          ,181050102
81221,81221,1908042,127596,9,018,1,10,1,1,1,5,6,1,8,8,4,100,1,0,430188,100,2,3,7,0,0,0,0,0,0,7,6,3800,18,21294,15,2461,02,205,01,5,105,Mercedes                                          ,181050102
81222,81222,1908043,127596,10,018,1,10,1,1,1,3,1,1,1,1,4,100,1,0,430188,100,1,0,1,1,0,0,0,0,1,1,6,3800,18,21294,15,2461,02,205,01,5,105,Mercedes                                          ,181050102
81223,81223,1908044,127596,11,018,1,10,1,1,1,3,2,1,1,1,4,100,1,0,430188,100,2,3,7,0,0,0,0,0,0,3,6,3800,18,21294,15,2461,02,205,01,5,105,Mercedes                                          ,181050102
81224,81224,1908045,127596,12,018,1,10,1,1,1,3,2,1,1,1,4,100,1,0,430188,100,2,3,7,1,0,0,1,0,0,5,6,3800,18,21294,15,2461,02,205,01,5,105,Mercedes                                          ,181050102
81225,81225,1908046,127596,13,018,1,10,1,1,1,3,2,1,2,1,4,100,1,0,430188,100,2,3,7,1,1,0,0,0,0,4,6,3800,18,21294,15,2461,02,205,01,5,105,Mercedes                                          ,181050102
81226,81226,1908047,127596,14,018,1,10,1,1,1,5,2,1,2,1,4,100,1,0,430188,100,2,3,7,0,0,0,0,0,0,3,6,3800,18,21294,15,2461,02,205,01,5,105,Mercedes                                          ,181050102
81227,81227,1908048,127596,15,018,1,10,1,1,1,1,2,1,2,1,4,100,1,0,430188,100,2,3,7,0,0,0,0,0,0,5,6,3800,18,21294,15,2461,02,205,01,5,105,Mercedes                                          ,181050102
81228,81228,1908049,127596,16,018,1,10,1,1,1,3,1,1,3,1,4,100,1,0,430188,100,2,3,7,1,0,0,1,0,0,8,6,3800,18,21294,15,2461,02,205,01,5,105,Mercedes                                          ,181050102
81229,81229,1908050,127596,17,018,1,10,1,1,1,3,1,1,8,8,4,100,1,0,430188,100,2,3,7,0,0,0,0,0,0,1,6,3800,18,21294,15,2461,02,205,01,5,105,Mercedes                                          ,181050102
81230,81230,1908051,127596,18,018,1,10,1,1,1,3,1,1,1,8,4,100,1,0,430188,100,2,3,7,1,1,0,0,0,0,10,6,3800,18,21294,15,2461,02,205,01,5,105,Mercedes                                          ,181050102
81231,81231,1908052,127596,19,018,1,10,1,1,1,3,4,1,8,8,4,100,1,0,430188,100,2,3,7,2,0,0,1,0,1,3,6,3800,18,21294,15,2461,02,205,01,5,105,Mercedes                                          ,181050102
81232,81232,1908053,127596,20,008,1,10,1,1,1,1,2,1,8,8,4,100,1,0,430188,100,2,3,7,0,0,0,0,0,0,8,6,3800,18,21294,15,2461,02,205,01,5,105,Mercedes                                          ,181050102
81233,81233,1908054,127596,21,018,1,10,1,1,1,3,1,1,8,8,4,100,1,0,430188,100,2,3,7,0,0,0,0,0,0,6,6,3800,18,21294,15,2461,02,205,01,5,105,Mercedes                                          ,181050102
