,Unnamed: 0,VIVIENDA_REF_ID,RADIO_REF_ID,TIPVV,V01,V02,V00,URP,INCALSERV,INMAT,MUNI,LOCAL,INCALCONS,TOTHOG,FRAC_REF_ID,IDRADIO,DPTO_REF_ID,IDFRAC,PROV_REF_ID,IDDPTO,DPTO,NOMDPTO,RC10
204954,204954,8365731,29445,1,1,1,0,1,3,3,181050245,18105030,3,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204955,204955,8365732,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204956,204956,8365733,29445,1,1,1,0,1,2,3,181050245,18105030,3,2,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204957,204957,8365734,29445,1,1,2,0,1,0,0,181050245,18105030,0,3,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204958,204958,8365735,29445,1,1,1,0,1,2,1,181050245,18105030,3,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204959,204959,8365736,29445,1,1,1,0,1,3,1,181050245,18105030,1,2,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204960,204960,8365737,29445,1,1,1,0,1,2,2,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204961,204961,8365738,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204962,204962,8365739,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204963,204963,8365740,29445,1,1,2,0,1,0,0,181050245,18105030,0,3,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204964,204964,8365741,29445,1,1,2,0,1,0,0,181050245,18105030,0,3,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204965,204965,8365742,29445,1,1,1,0,1,2,2,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204966,204966,8365743,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204967,204967,8365744,29445,1,1,2,0,1,0,0,181050245,18105030,0,3,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204968,204968,8365745,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204969,204969,8365746,29445,1,1,1,0,1,2,2,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204970,204970,8365747,29445,1,1,1,0,1,2,2,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204971,204971,8365748,29445,1,1,1,0,1,2,2,181050245,18105030,3,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204972,204972,8365749,29445,1,1,1,0,1,2,2,181050245,18105030,3,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204973,204973,8365750,29445,1,1,1,0,1,2,2,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204974,204974,8365751,29445,1,1,1,0,1,2,2,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204975,204975,8365752,29445,1,1,7,0,1,0,0,181050245,18105030,0,3,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204976,204976,8365753,29445,1,1,1,0,1,2,2,181050245,18105030,3,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204977,204977,8365754,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204978,204978,8365755,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204979,204979,8365756,29445,1,1,1,0,1,2,1,181050245,18105030,1,2,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204980,204980,8365757,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204981,204981,8365758,29445,1,1,1,0,1,2,2,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204982,204982,8365759,29445,1,1,1,0,1,2,2,181050245,18105030,2,2,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204983,204983,8365760,29445,1,1,1,0,1,3,4,181050245,18105030,3,2,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204984,204984,8365761,29445,1,1,1,0,1,2,2,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204985,204985,8365762,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204986,204986,8365763,29445,1,1,1,0,1,2,4,181050245,18105030,3,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204987,204987,8365764,29445,1,1,7,0,1,0,0,181050245,18105030,0,3,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204988,204988,8365765,29445,1,1,1,0,1,2,3,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204989,204989,8365766,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204990,204990,8365767,29445,1,1,1,0,1,2,1,181050245,18105030,1,2,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204991,204991,8365768,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204992,204992,8365769,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204993,204993,8365770,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204994,204994,8365771,29445,1,5,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204995,204995,8365772,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204996,204996,8365773,29445,1,1,1,0,1,3,3,181050245,18105030,3,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204997,204997,8365774,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204998,204998,8365775,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
204999,204999,8365776,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205000,205000,8365777,29445,1,1,1,0,1,2,3,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205001,205001,8365778,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205002,205002,8365779,29445,1,1,3,0,1,0,0,181050245,18105030,0,3,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205003,205003,8365780,29445,1,1,1,0,1,2,2,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205004,205004,8365781,29445,1,1,1,0,1,2,2,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205005,205005,8365782,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205006,205006,8365783,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205007,205007,8365784,29445,1,1,1,0,1,3,2,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205008,205008,8365785,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205009,205009,8365786,29445,1,1,1,0,1,2,2,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205010,205010,8365787,29445,1,1,1,0,1,3,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205011,205011,8365788,29445,1,1,1,0,1,2,2,181050245,18105030,2,2,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205012,205012,8365789,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205013,205013,8365790,29445,1,1,1,0,1,2,2,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205014,205014,8365791,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205015,205015,8365792,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205016,205016,8365793,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205017,205017,8365794,29445,1,1,1,0,1,2,2,181050245,18105030,3,2,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205018,205018,8365795,29445,1,1,2,0,1,0,0,181050245,18105030,0,3,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205019,205019,8365796,29445,1,1,1,0,1,2,3,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205020,205020,8365797,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205021,205021,8365798,29445,1,1,1,0,1,2,2,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205022,205022,8365799,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205023,205023,8365800,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205024,205024,8365801,29445,1,1,1,0,1,2,2,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205025,205025,8365802,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205026,205026,8365803,29445,1,1,5,0,1,0,0,181050245,18105030,0,3,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205027,205027,8365804,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205028,205028,8365805,29445,1,1,6,0,1,0,0,181050245,18105030,0,3,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205029,205029,8365806,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205030,205030,8365807,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205031,205031,8365808,29445,1,1,7,0,1,0,0,181050245,18105030,0,3,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205032,205032,8365809,29445,1,1,7,0,1,0,0,181050245,18105030,0,3,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205033,205033,8365810,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205034,205034,8365811,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205035,205035,8365812,29445,1,1,1,0,1,1,2,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205036,205036,8365813,29445,1,1,1,0,1,1,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205037,205037,8365814,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205038,205038,8365815,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205039,205039,8365816,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205040,205040,8365817,29445,1,1,1,0,1,2,2,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205041,205041,8365818,29445,1,1,2,0,1,0,0,181050245,18105030,0,3,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205042,205042,8365819,29445,1,1,2,0,1,0,0,181050245,18105030,0,3,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205043,205043,8365820,29445,1,1,1,0,1,2,3,181050245,18105030,3,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205044,205044,8365821,29445,1,1,1,0,1,2,3,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205045,205045,8365822,29445,1,1,1,0,1,2,3,181050245,18105030,3,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205046,205046,8365823,29445,1,1,2,0,1,0,0,181050245,18105030,0,3,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205047,205047,8365824,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205048,205048,8365825,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205049,205049,8365826,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205050,205050,8365827,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205051,205051,8365828,29445,1,1,1,0,1,2,2,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205052,205052,8365829,29445,1,1,1,0,1,3,2,181050245,18105030,3,2,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205053,205053,8365830,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205054,205054,8365831,29445,1,1,1,0,1,2,2,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205055,205055,8365832,29445,1,1,1,0,1,2,2,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205056,205056,8365833,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205057,205057,8365834,29445,1,1,1,0,1,2,3,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205058,205058,8365835,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205059,205059,8365836,29445,1,1,1,0,1,2,3,181050245,18105030,3,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205060,205060,8365837,29445,1,1,1,0,1,2,2,181050245,18105030,3,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205061,205061,8365838,29445,1,1,1,0,1,2,4,181050245,18105030,3,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205062,205062,8365839,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205063,205063,8365840,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205064,205064,8365841,29445,1,1,1,0,1,2,2,181050245,18105030,3,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205065,205065,8365842,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205066,205066,8365843,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205067,205067,8365844,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205068,205068,8365845,29445,1,1,1,0,1,2,3,181050245,18105030,3,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205069,205069,8365846,29445,1,1,1,0,1,2,4,181050245,18105030,3,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205070,205070,8365847,29445,1,1,1,0,1,2,4,181050245,18105030,3,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205071,205071,8365848,29445,1,1,1,0,1,2,2,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205072,205072,8365849,29445,1,1,1,0,1,2,2,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205073,205073,8365850,29445,1,1,1,0,1,2,2,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205074,205074,8365851,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205075,205075,8365852,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205076,205076,8365853,29445,1,1,1,0,1,2,2,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205077,205077,8365854,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205078,205078,8365855,29445,1,1,1,0,1,2,2,181050245,18105030,3,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205079,205079,8365856,29445,1,1,7,0,1,0,0,181050245,18105030,0,3,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205080,205080,8365857,29445,1,1,1,0,1,2,2,181050245,18105030,3,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205081,205081,8365858,29445,1,1,1,0,1,3,2,181050245,18105030,3,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205082,205082,8365859,29445,1,1,1,0,1,3,2,181050245,18105030,3,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205083,205083,8365860,29445,1,1,1,0,1,2,3,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205084,205084,8365861,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205085,205085,8365862,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205086,205086,8365863,29445,1,1,2,0,1,0,0,181050245,18105030,0,3,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205087,205087,8365864,29445,1,1,1,0,1,3,3,181050245,18105030,3,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205088,205088,8365865,29445,1,1,1,0,1,1,2,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205089,205089,8365866,29445,1,1,1,0,1,1,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205090,205090,8365867,29445,1,1,1,0,1,1,3,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205091,205091,8365868,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205092,205092,8365869,29445,1,1,1,0,1,2,2,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205093,205093,8365870,29445,1,1,2,0,1,0,0,181050245,18105030,0,3,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205094,205094,8365871,29445,1,1,1,0,1,2,2,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205095,205095,8365872,29445,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205096,205096,8365873,29445,1,1,1,0,1,2,2,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205097,205097,8365874,29445,1,1,2,0,1,0,0,181050245,18105030,0,3,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205098,205098,8365875,29445,1,1,1,0,1,2,3,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205099,205099,8365876,29445,1,1,1,0,1,2,3,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205100,205100,8365877,29445,1,1,1,0,1,2,3,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205101,205101,8365878,29445,1,1,1,0,1,2,2,181050245,18105030,2,1,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205102,205102,8365879,29445,1,1,2,0,1,0,0,181050245,18105030,0,3,3096,04,206,01,5,105,18105,Mercedes                                          ,181050104
205103,205103,8365880,29446,1,1,2,0,1,0,0,181050245,18105030,0,3,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205104,205104,8365881,29446,1,1,2,0,1,0,0,181050245,18105030,0,3,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205105,205105,8365882,29446,1,1,2,0,1,0,0,181050245,18105030,0,3,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205106,205106,8365883,29446,1,1,2,0,1,0,0,181050245,18105030,0,3,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205107,205107,8365884,29446,1,1,2,0,1,0,0,181050245,18105030,0,3,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205108,205108,8365885,29446,1,1,2,0,1,0,0,181050245,18105030,0,3,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205109,205109,8365886,29446,1,1,1,0,1,2,3,181050245,18105030,3,1,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205110,205110,8365887,29446,1,1,2,0,1,0,0,181050245,18105030,0,3,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205111,205111,8365888,29446,1,1,2,0,1,0,0,181050245,18105030,0,3,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205112,205112,8365889,29446,1,1,1,0,1,3,4,181050245,18105030,3,1,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205113,205113,8365890,29446,1,1,2,0,1,0,0,181050245,18105030,0,3,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205114,205114,8365891,29446,1,1,2,0,1,0,0,181050245,18105030,0,3,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205115,205115,8365892,29446,1,1,2,0,1,0,0,181050245,18105030,0,3,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205116,205116,8365893,29446,1,1,2,0,1,0,0,181050245,18105030,0,3,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205117,205117,8365894,29446,1,1,1,0,1,2,3,181050245,18105030,2,1,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205118,205118,8365895,29446,1,1,2,0,1,0,0,181050245,18105030,0,3,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205119,205119,8365896,29446,1,1,2,0,1,0,0,181050245,18105030,0,3,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205120,205120,8365897,29446,1,1,1,0,1,2,3,181050245,18105030,2,1,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205121,205121,8365898,29446,1,1,1,0,1,2,3,181050245,18105030,2,1,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205122,205122,8365899,29446,1,1,1,0,1,3,3,181050245,18105030,2,1,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205123,205123,8365900,29446,1,1,2,0,1,0,0,181050245,18105030,0,3,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205124,205124,8365901,29446,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205125,205125,8365902,29446,1,1,1,0,1,1,2,181050245,18105030,2,1,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205126,205126,8365903,29446,1,1,1,0,1,2,3,181050245,18105030,2,1,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205127,205127,8365904,29446,1,1,1,0,1,2,1,181050245,18105030,1,1,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205128,205128,8365905,29446,1,3,1,0,1,3,4,181050245,18105030,3,1,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205129,205129,8365906,29446,1,1,1,0,1,3,3,181050245,18105030,3,1,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205130,205130,8365907,29446,1,1,1,0,1,2,3,181050245,18105030,2,1,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205131,205131,8365908,29446,1,1,4,0,1,0,0,181050245,18105030,0,3,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205132,205132,8365909,29446,1,1,6,0,1,0,0,181050245,18105030,0,3,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205133,205133,8365910,29446,1,1,1,0,1,3,4,181050245,18105030,3,1,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205134,205134,8365911,29446,1,1,1,0,1,2,3,181050245,18105030,2,1,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205135,205135,8365912,29446,1,1,1,0,1,2,3,181050245,18105030,3,1,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205136,205136,8365913,29446,1,1,1,0,1,2,4,181050245,18105030,3,1,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205137,205137,8365914,29446,1,1,1,0,1,2,3,181050245,18105030,3,2,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205138,205138,8365915,29446,1,1,1,0,1,2,3,181050245,18105030,2,1,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205139,205139,8365916,29446,1,1,1,0,1,2,3,181050245,18105030,2,1,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205140,205140,8365917,29446,1,1,1,0,1,2,3,181050245,18105030,2,1,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205141,205141,8365918,29446,1,2,1,0,1,3,4,181050245,18105030,3,1,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205142,205142,8365919,29446,1,1,1,0,1,2,2,181050245,18105030,3,1,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205143,205143,8365920,29446,1,1,1,0,1,2,3,181050245,18105030,2,1,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205144,205144,8365921,29446,1,1,1,0,1,3,4,181050245,18105030,3,1,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205145,205145,8365922,29446,1,1,1,0,1,2,4,181050245,18105030,3,1,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205146,205146,8365923,29446,1,1,1,0,1,1,3,181050245,18105030,2,1,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205147,205147,8365924,29446,1,1,1,0,1,2,2,181050245,18105030,2,1,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205148,205148,8365925,29446,1,1,1,0,1,2,4,181050245,18105030,3,1,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205149,205149,8365926,29446,1,1,1,0,1,3,3,181050245,18105030,2,1,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205150,205150,8365927,29446,1,1,1,0,1,2,3,181050245,18105030,2,2,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205151,205151,8365928,29446,1,1,1,0,1,2,2,181050245,18105030,3,2,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205152,205152,8365929,29446,1,1,1,0,1,2,2,181050245,18105030,2,2,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
205153,205153,8365930,29446,1,1,1,0,1,2,3,181050245,18105030,2,2,3096,05,206,01,5,105,18105,Mercedes                                          ,181050105
