,HOGAR_REF_ID,VIVIENDA_REF_ID,NHOG,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H19A,H19B,H19C,H19D,PROP,INDHAC,TOTPERS,ALGUNBI,RADIO_REF_ID,RC10
0,7269837,8364681,1,2,4,1,1,1,2,0,0,0,4,2,4,1,2,1,2,6,1,1,1,29442,181050101
1,7269838,8364683,1,1,4,1,1,1,1,1,2,1,4,4,6,1,1,1,2,1,2,4,0,29442,181050101
2,7269839,8364683,2,1,4,1,1,1,1,1,2,1,4,2,5,2,1,1,2,3,3,5,0,29442,181050101
3,7269840,8364684,1,1,4,1,2,3,1,1,2,1,4,1,2,2,2,1,2,3,5,5,0,29442,181050101
4,7269841,8364685,1,1,4,1,1,1,1,1,1,1,4,2,3,1,2,1,1,1,1,1,0,29442,181050101
5,7269842,8364688,1,2,4,1,1,1,1,1,1,1,4,2,4,1,2,1,2,2,1,1,0,29442,181050101
6,7269843,8364689,1,2,4,1,1,1,2,0,0,0,4,1,4,1,2,1,2,1,1,2,1,29442,181050101
7,7269844,8364690,1,2,4,1,2,2,1,2,3,1,4,3,4,1,1,1,1,4,4,6,0,29442,181050101
8,7269845,8364691,1,2,4,2,2,1,1,1,2,1,4,2,3,1,2,1,2,1,5,8,0,29442,181050101
9,7269846,8364692,1,2,4,2,2,1,1,1,2,1,4,2,3,1,2,2,2,2,5,6,0,29442,181050101
10,7269847,8364693,1,2,4,1,1,1,1,1,2,1,4,2,3,1,1,1,2,1,5,8,0,29442,181050101
11,7269848,8364694,1,2,4,1,1,1,1,1,2,1,4,2,2,1,2,1,2,1,5,4,0,29442,181050101
12,7269849,8364694,2,2,6,2,1,1,1,1,3,1,4,2,2,1,2,1,2,1,5,4,0,29442,181050101
13,7269850,8364695,1,2,4,2,1,1,2,0,0,0,4,2,2,2,2,2,2,5,5,4,1,29442,181050101
14,7269851,8364696,1,1,4,1,1,1,1,1,2,1,4,2,4,1,2,1,2,1,5,8,1,29442,181050101
15,7269852,8364697,1,2,4,1,1,1,1,1,2,1,4,2,3,1,2,1,2,2,4,5,0,29442,181050101
16,7269853,8364698,1,1,4,1,1,1,1,1,2,1,4,3,5,1,2,1,2,1,2,3,0,29442,181050101
17,7269854,8364700,1,2,4,1,1,1,1,1,2,1,4,2,3,1,2,2,2,1,1,1,0,29442,181050101
18,7269855,8364701,1,2,4,1,1,1,1,1,2,1,4,2,2,1,2,1,2,4,5,5,0,29442,181050101
19,7269856,8364702,1,2,4,1,2,1,1,1,2,1,4,2,2,1,2,1,2,4,1,1,0,29442,181050101
20,7269857,8364703,1,2,4,2,2,1,1,2,3,1,4,2,2,1,2,1,2,4,5,6,0,29442,181050101
21,7269858,8364704,1,2,6,2,2,1,1,2,3,1,4,1,1,1,2,1,2,1,5,3,0,29442,181050101
22,7269859,8364705,1,2,4,2,1,1,1,1,2,1,4,3,4,1,2,1,2,1,3,5,0,29442,181050101
23,7269860,8364706,1,2,4,1,2,1,1,1,2,1,4,2,4,1,2,1,2,1,3,5,0,29442,181050101
24,7269861,8364707,1,3,6,2,3,4,1,2,4,1,6,1,1,2,2,2,2,2,3,1,0,29442,181050101
25,7269862,8364709,1,1,4,1,1,1,1,1,1,1,4,3,4,1,2,1,2,1,3,4,0,29442,181050101
26,7269863,8364710,1,2,4,1,1,1,1,1,1,1,4,1,2,1,2,1,2,2,1,1,0,29442,181050101
27,7269864,8364711,1,2,4,2,1,1,1,1,1,1,4,2,2,2,2,1,2,4,4,3,0,29442,181050101
28,7269865,8364712,1,2,4,2,1,1,1,1,1,1,4,2,2,1,2,1,2,1,5,6,0,29442,181050101
29,7269866,8364713,1,1,4,1,1,1,1,1,1,1,4,4,5,1,2,1,2,1,2,3,0,29442,181050101
30,7269867,8364714,1,1,4,1,1,1,1,1,1,1,4,3,5,1,1,1,2,1,3,5,0,29442,181050101
31,7269868,8364716,1,2,4,2,1,1,1,1,1,1,4,2,2,1,2,1,2,1,5,4,0,29442,181050101
32,7269869,8364717,1,2,4,2,1,1,1,1,1,1,4,1,1,2,2,1,2,1,5,3,0,29442,181050101
33,7269870,8364718,1,3,4,2,1,1,1,1,1,1,4,1,1,1,2,1,2,4,5,3,0,29442,181050101
34,7269871,8364719,1,3,6,2,1,1,1,1,1,1,4,3,3,2,2,2,2,1,2,2,0,29442,181050101
35,7269872,8364722,1,2,4,2,1,1,2,0,0,0,4,1,2,2,2,1,2,1,4,3,1,29442,181050101
36,7269873,8364723,1,2,4,2,1,1,1,1,1,1,4,2,3,1,2,1,2,1,3,3,0,29442,181050101
37,7269874,8364724,1,2,4,1,1,1,1,1,1,1,4,2,3,1,2,1,2,1,3,3,0,29442,181050101
38,7269875,8364725,1,2,4,2,1,1,1,1,1,1,4,2,3,1,2,1,2,2,3,3,0,29442,181050101
39,7269876,8364726,1,2,5,2,2,1,2,0,0,0,4,3,3,1,2,1,2,1,4,5,1,29442,181050101
40,7269877,8364727,1,2,4,1,1,1,1,1,1,1,4,2,2,2,2,2,2,2,1,1,0,29442,181050101
41,7269878,8364728,1,2,4,1,1,1,1,1,1,1,4,2,2,1,2,1,2,1,4,3,0,29442,181050101
42,7269879,8364729,1,3,4,1,1,1,1,1,1,1,4,1,2,1,2,1,2,1,4,3,0,29442,181050101
43,7269880,8364730,1,2,4,2,1,1,1,1,1,1,4,2,3,1,2,1,2,1,1,1,0,29442,181050101
44,7269881,8364731,1,2,4,1,1,1,1,1,1,1,4,2,2,1,2,1,2,1,4,3,0,29442,181050101
45,7269882,8364732,1,3,4,2,1,1,2,0,0,0,6,2,2,2,2,1,2,2,6,7,1,29442,181050101
46,7269883,8364733,1,2,4,2,1,1,2,0,0,0,4,2,2,1,2,1,2,1,5,4,1,29442,181050101
47,7269884,8364734,1,3,4,2,1,1,1,1,1,1,4,2,2,1,2,2,2,2,3,2,0,29442,181050101
48,7269885,8364735,1,3,6,2,2,1,2,0,0,0,4,2,2,1,2,1,2,1,5,4,1,29442,181050101
49,7269886,8364736,1,2,4,2,1,1,2,0,0,0,4,2,2,1,2,1,2,2,1,1,1,29442,181050101
50,7269887,8364737,1,1,5,1,1,1,1,1,2,1,4,2,3,1,2,1,2,6,2,2,0,29442,181050101
51,7269888,8364738,1,2,4,1,1,1,1,1,1,1,4,2,3,1,2,1,2,1,2,2,0,29442,181050101
52,7269889,8364739,1,2,4,1,2,1,1,2,2,1,4,3,4,1,2,1,2,1,5,8,0,29442,181050101
53,7269890,8364740,1,1,4,1,1,1,1,1,1,1,4,4,6,1,2,1,2,1,3,6,0,29442,181050101
54,7269891,8364741,1,2,4,1,1,1,1,1,1,1,4,3,3,1,2,1,2,1,5,7,1,29442,181050101
55,7269892,8364743,1,2,4,1,1,1,1,1,1,1,4,2,2,1,2,1,2,1,5,4,0,29442,181050101
56,7269893,8364745,1,2,4,1,1,1,1,1,1,1,4,2,2,1,2,1,2,1,3,2,0,29442,181050101
57,7269894,8364746,1,3,4,2,1,1,2,0,0,0,4,1,1,1,2,1,2,1,5,2,1,29442,181050101
58,7269895,8364747,1,2,4,2,1,1,1,1,1,1,4,2,2,1,2,1,2,1,5,4,0,29442,181050101
59,7269896,8364748,1,2,4,2,1,1,1,1,1,1,4,2,3,1,2,1,2,1,3,4,0,29442,181050101
60,7269897,8364749,1,2,4,2,2,1,2,0,0,0,4,2,2,1,2,1,2,1,5,4,1,29442,181050101
61,7269898,8364750,1,2,4,2,1,1,1,2,2,1,4,2,3,1,2,2,2,1,2,2,0,29442,181050101
62,7269899,8364751,1,2,4,2,2,1,1,1,1,1,6,2,2,1,2,2,2,1,6,8,1,29442,181050101
63,7269900,8364752,1,2,4,1,1,1,1,1,1,1,4,1,2,2,2,2,2,1,4,3,0,29442,181050101
64,7269901,8364753,1,2,4,2,1,1,1,1,1,1,4,1,2,1,2,1,2,1,5,4,0,29442,181050101
65,7269902,8364754,1,2,4,1,3,4,1,2,4,1,4,1,1,2,2,2,2,6,5,2,0,29442,181050101
66,7269903,8364755,1,2,4,1,1,1,1,1,1,1,4,4,4,1,1,1,2,2,1,2,0,29442,181050101
67,7269904,8364756,1,3,6,2,1,1,1,1,1,1,4,2,3,2,2,2,2,1,4,5,0,29442,181050101
68,7269905,8364757,1,2,4,1,1,1,1,1,1,1,4,2,3,1,2,1,2,1,2,2,1,29442,181050101
69,7269906,8364758,1,2,4,1,2,1,2,0,0,0,4,1,2,1,1,1,2,1,4,3,1,29442,181050101
70,7269907,8364759,1,2,4,1,1,1,1,2,1,1,4,2,3,1,2,2,2,1,2,2,0,29442,181050101
71,7269908,8364760,1,2,4,1,1,1,1,1,1,1,4,4,4,1,2,1,2,1,2,3,0,29442,181050101
72,7269909,8364762,1,2,4,1,1,1,1,1,1,1,4,2,7,1,2,2,2,1,1,2,0,29442,181050101
73,7269910,8364763,1,3,6,2,3,1,2,0,0,0,4,1,1,1,2,1,2,3,5,3,1,29442,181050101
74,7269911,8364764,1,2,4,2,1,1,1,1,1,1,4,2,2,1,2,1,2,2,5,4,0,29442,181050101
75,7269912,8364765,1,1,4,1,1,1,1,1,1,1,4,3,4,1,2,1,2,2,3,5,0,29442,181050101
76,7269913,8364766,1,2,4,1,1,1,1,1,1,1,4,1,2,1,2,1,2,2,5,4,0,29442,181050101
77,7269914,8364767,1,2,4,2,2,1,1,2,1,1,4,1,1,2,2,1,2,2,6,4,1,29442,181050101
78,7269915,8364768,1,2,4,2,1,1,1,1,1,1,4,2,3,1,2,1,2,1,5,6,0,29442,181050101
79,7269916,8364769,1,2,4,1,1,1,1,1,1,1,4,1,2,1,2,1,2,2,5,4,0,29442,181050101
80,7269917,8364770,1,1,4,2,1,1,1,1,1,1,4,1,3,1,1,1,2,2,3,3,0,29442,181050101
81,7269918,8364772,1,2,4,2,1,1,1,1,1,1,4,2,3,1,2,1,2,1,3,4,0,29442,181050101
82,7269919,8364774,1,1,4,1,2,1,1,1,1,1,4,3,5,1,2,1,2,2,3,7,1,29442,181050101
83,7269920,8364775,1,2,4,1,1,1,1,1,1,1,4,3,4,1,2,1,2,1,1,1,0,29442,181050101
84,7269921,8364776,1,1,4,1,1,1,1,1,1,1,4,2,4,1,1,1,2,2,3,5,0,29442,181050101
85,7269922,8364777,1,2,4,1,1,1,1,1,1,1,4,2,5,1,2,1,2,2,2,3,0,29442,181050101
86,7269923,8364778,1,4,8,2,3,4,2,0,0,0,6,1,1,1,2,1,2,6,3,1,1,29442,181050101
87,7269924,8364779,1,2,4,2,2,1,2,0,0,0,6,1,1,1,2,1,2,1,5,3,1,29442,181050101
88,7269925,8364780,1,2,1,2,2,1,1,2,1,1,4,2,2,1,1,1,2,1,3,2,0,29442,181050101
89,7269926,8364781,1,2,1,2,2,1,1,1,3,1,4,2,2,2,2,2,2,2,6,8,1,29442,181050101
90,7269927,8364782,1,3,6,2,2,1,1,2,3,1,6,1,1,2,2,2,2,4,3,1,0,29442,181050101
91,7269928,8364783,1,2,4,2,1,1,1,1,1,1,3,1,1,1,2,1,2,2,6,5,1,29442,181050101
92,7269929,8364784,1,2,4,2,1,1,1,1,1,1,4,2,2,1,2,1,2,2,4,3,0,29442,181050101
93,7269930,8364785,1,2,4,2,1,1,1,1,1,1,4,1,1,2,2,1,2,2,6,8,1,29442,181050101
94,7269931,8364786,1,2,4,2,1,1,1,1,1,1,4,2,2,1,1,1,2,2,5,5,0,29442,181050101
95,7269932,8364787,1,2,4,1,1,1,1,1,1,1,4,1,1,1,2,1,2,4,6,4,1,29442,181050101
96,7269933,8364788,1,2,4,2,1,1,1,1,1,1,4,1,1,1,2,2,2,1,6,5,1,29442,181050101
97,7269934,8364790,1,2,4,2,1,1,1,1,1,1,4,2,2,1,2,1,2,2,3,2,0,29442,181050101
98,7269935,8364791,1,2,4,1,1,1,1,1,1,1,4,1,1,1,1,1,2,2,5,3,0,29442,181050101
99,7269936,8364792,1,2,4,1,1,1,1,1,1,1,4,1,1,1,2,1,2,2,5,3,0,29442,181050101
100,7269937,8364793,1,2,4,2,1,1,1,1,1,1,4,3,3,1,2,1,2,1,4,5,0,29442,181050101
101,7269938,8364794,1,2,4,1,1,1,1,1,1,1,4,3,3,1,1,1,1,1,3,4,0,29442,181050101
102,7269939,8364795,1,2,4,2,1,1,1,1,1,1,4,3,3,1,2,1,2,2,5,8,0,29442,181050101
103,7269940,8364796,1,2,4,2,1,1,1,1,1,1,4,1,1,1,2,1,2,2,5,2,0,29442,181050101
104,7269941,8364797,1,2,4,2,1,1,1,1,1,1,4,2,2,1,2,1,2,2,4,3,0,29442,181050101
105,7269942,8364798,1,2,4,1,1,1,2,0,0,0,4,1,1,1,2,1,2,1,5,3,1,29442,181050101
106,7269943,8364799,1,2,4,1,1,1,1,1,1,1,4,3,3,1,2,1,2,2,4,5,0,29442,181050101
107,7269944,8364800,1,1,4,1,1,1,1,1,1,1,4,3,4,1,2,1,2,2,3,5,0,29442,181050101
108,7269945,8364801,1,3,7,2,3,4,2,0,0,0,6,1,1,2,2,2,2,4,3,1,1,29442,181050101
109,7269946,8364802,1,2,4,2,1,1,1,1,1,1,4,2,2,1,2,1,2,1,6,8,1,29442,181050101
110,7269947,8364803,1,2,4,2,1,1,1,1,1,1,4,2,2,1,2,1,2,4,5,4,0,29442,181050101
111,7269948,8364804,1,2,4,1,1,1,1,1,1,1,4,4,4,1,2,1,2,1,3,5,0,29442,181050101
112,7269949,8364805,1,1,4,1,1,1,1,1,1,1,4,2,2,1,2,1,2,1,4,3,0,29442,181050101
113,7269950,8364806,1,2,4,1,1,1,1,1,1,1,4,2,3,1,2,1,2,1,4,5,1,29442,181050101
114,7269951,8364807,1,2,4,1,2,1,1,2,1,1,4,3,3,1,2,1,2,1,5,6,0,29442,181050101
115,7269952,8364808,1,2,4,1,1,1,1,1,1,1,4,4,4,1,2,2,1,1,3,5,0,29442,181050101
116,7269953,8364809,1,1,4,1,1,1,1,1,1,1,4,3,4,1,1,1,2,1,3,5,0,29442,181050101
117,7269954,8364810,1,2,4,1,1,1,1,1,1,1,6,3,6,1,2,1,2,1,2,5,0,29442,181050101
118,7269955,8364811,1,2,4,2,1,1,1,2,1,1,4,3,4,1,2,1,2,1,5,8,0,29442,181050101
119,7269956,8364812,1,2,4,2,1,1,1,1,1,1,4,3,4,1,2,1,2,1,3,4,0,29442,181050101
120,7269957,8364813,1,2,4,2,1,1,1,1,1,1,4,1,2,2,2,1,2,2,4,3,0,29442,181050101
121,7269958,8364814,1,2,4,2,1,1,1,1,1,1,4,1,2,2,2,1,2,2,4,3,0,29442,181050101
122,7269959,8364815,1,2,4,1,1,1,1,2,1,1,4,1,2,1,2,1,2,2,4,3,0,29442,181050101
123,7269960,8364816,1,2,4,2,1,1,1,1,1,1,4,2,5,1,2,1,2,1,3,5,0,29442,181050101
124,7269961,8364818,1,2,4,1,1,1,1,1,1,1,4,1,5,1,2,1,2,1,1,1,0,29442,181050101
125,7269962,8364819,1,2,6,2,1,1,1,2,1,1,4,2,2,2,2,1,2,2,4,3,0,29442,181050101
126,7269963,8364820,1,1,4,2,1,1,1,1,1,1,4,2,3,1,2,1,2,1,3,4,0,29442,181050101
127,7269964,8364821,1,2,4,1,1,1,1,1,1,1,4,3,3,1,2,2,2,1,3,4,0,29442,181050101
128,7269965,8364822,1,2,4,1,1,1,1,1,1,1,4,3,4,1,1,1,1,2,4,7,0,29442,181050101
129,7269966,8364823,1,2,4,1,1,1,1,1,1,1,4,2,3,1,2,1,2,1,3,4,0,29442,181050101
130,7269967,8364824,1,2,4,1,1,1,1,1,1,1,4,3,5,1,2,1,2,1,3,5,0,29442,181050101
131,7269968,8364825,1,1,4,1,1,1,1,1,1,1,4,4,6,1,2,1,1,1,3,6,0,29442,181050101
132,7269969,8364827,1,2,4,2,1,1,1,2,1,1,6,3,4,1,2,1,2,1,5,8,0,29442,181050101
133,7269970,8364828,1,2,6,2,1,1,1,2,1,1,4,2,3,1,2,1,2,2,5,6,0,29442,181050101
134,7269971,8364829,1,2,6,2,1,1,1,2,1,1,4,2,2,1,2,2,2,1,6,8,1,29442,181050101
135,7269972,8364830,1,3,7,2,3,4,2,0,0,0,6,1,1,2,2,2,2,6,3,1,1,29442,181050101
136,7269973,8364831,1,1,4,1,1,1,1,1,1,1,4,3,5,1,2,1,2,1,3,6,0,29442,181050101
137,7269974,8364832,1,1,4,1,1,1,1,1,1,1,4,2,3,1,1,1,2,1,4,5,0,29442,181050101
138,7269975,8364835,1,2,4,2,1,1,1,1,1,1,4,1,2,1,2,2,2,1,1,1,0,29442,181050101
139,7269976,8364837,1,1,4,1,1,1,1,1,1,1,4,3,4,1,1,1,1,1,3,4,0,29442,181050101
140,7269977,8364838,1,1,4,1,1,1,1,1,1,1,4,5,6,1,2,1,2,1,1,3,0,29442,181050101
141,7269978,8364839,1,1,4,1,1,1,1,1,1,1,4,4,6,1,1,1,1,1,1,3,0,29442,181050101
142,7269979,8364840,1,2,4,2,1,1,1,1,1,1,4,3,3,1,2,1,2,1,5,6,0,29442,181050101
143,7269980,8364841,1,2,4,1,1,1,1,1,1,1,4,2,5,1,2,1,2,4,2,3,0,29442,181050101
144,7269981,8364842,1,1,4,1,1,1,1,1,1,1,4,4,7,1,1,1,1,1,2,6,0,29442,181050101
145,7269982,8364843,1,2,4,1,1,1,1,1,1,1,4,3,3,1,2,1,2,1,5,6,0,29442,181050101
146,7269983,8364844,1,2,4,2,1,1,1,1,1,1,4,4,4,1,2,1,2,1,5,8,0,29442,181050101
147,7269984,8364846,1,1,4,1,1,1,1,1,1,1,4,2,3,1,1,1,2,1,3,4,0,29442,181050101
148,7269985,8364847,1,1,4,1,1,1,1,1,1,1,4,2,3,1,2,1,2,1,3,3,0,29442,181050101
149,7269986,8364848,1,2,4,2,1,1,1,1,1,1,4,2,3,2,2,1,2,3,5,8,0,29442,181050101
150,7269987,8364849,1,2,4,1,1,1,1,1,2,1,4,1,2,1,2,1,2,4,3,2,0,29442,181050101
151,7269988,8364850,1,1,4,1,1,1,1,1,1,1,4,2,3,1,2,1,2,2,1,1,0,29442,181050101
152,7269989,8364851,1,2,4,2,1,1,1,1,1,1,4,1,1,2,2,1,2,1,6,5,1,29442,181050101
153,7269990,8364852,1,2,4,2,1,1,1,2,1,1,4,2,2,1,2,1,2,1,6,7,1,29442,181050101
154,7269991,8364853,1,2,4,1,1,1,1,1,1,1,4,4,14,2,2,2,2,1,1,6,0,29442,181050101
155,7269992,8364854,1,2,4,1,2,1,1,1,1,1,4,2,2,1,2,2,1,1,3,2,0,29442,181050101
156,7269993,8364855,1,3,4,1,1,1,1,1,1,1,4,2,2,1,2,1,2,1,4,3,0,29442,181050101
157,7269994,8364856,1,3,5,1,2,1,1,1,1,1,4,2,2,1,2,2,2,1,5,6,0,29442,181050101
158,7269995,8364857,1,2,4,1,1,1,1,1,1,1,4,3,5,1,2,1,2,1,1,2,0,29442,181050101
159,7269996,8364858,1,1,4,1,2,1,1,1,1,1,4,3,3,1,2,1,1,1,4,5,0,29442,181050101
160,7269997,8364859,1,2,4,1,1,1,1,2,1,1,4,1,1,1,2,1,2,1,5,2,0,29442,181050101
161,7269998,8364860,1,2,4,2,2,1,1,2,1,1,4,1,1,1,2,1,2,4,6,4,1,29442,181050101
162,7269999,8364862,1,1,4,1,1,1,1,1,1,1,4,3,4,1,2,1,2,1,1,2,0,29442,181050101
163,7270000,8364863,1,2,4,1,1,1,1,2,1,1,4,1,1,1,2,2,2,1,3,1,0,29442,181050101
164,7270001,8364864,1,2,4,1,2,1,1,2,1,1,4,2,2,1,2,1,2,1,6,7,1,29442,181050101
165,7270002,8364865,1,2,4,1,2,1,1,1,1,1,4,1,1,1,2,1,2,2,5,2,0,29442,181050101
166,7270003,8364867,1,2,4,1,1,1,1,1,1,1,4,2,3,1,2,1,2,1,3,3,0,29442,181050101
167,7270004,8364869,1,1,4,1,1,1,1,1,1,1,4,2,4,1,2,2,1,1,1,2,0,29442,181050101
168,7270005,8364870,1,1,4,1,1,1,1,1,1,1,4,2,3,1,1,1,2,4,3,3,0,29442,181050101
169,7270006,8364871,1,1,4,1,1,1,1,1,1,1,4,3,6,1,2,1,2,1,1,3,0,29442,181050101
170,7270007,8364872,1,2,4,1,1,1,1,1,1,1,4,2,4,1,2,1,2,2,1,2,0,29442,181050101
171,7270008,8364873,1,2,4,2,1,1,1,1,1,1,4,1,1,1,2,1,2,1,5,2,0,29442,181050101
172,7270009,8364874,1,1,5,1,1,1,1,1,1,1,4,2,2,1,2,1,2,3,5,4,0,29442,181050101
173,7270010,8364875,1,2,4,2,1,1,1,1,1,1,4,2,2,1,2,1,2,2,4,3,0,29442,181050101
174,7270011,8364877,1,2,4,1,1,1,1,1,1,1,4,2,2,1,2,1,2,1,5,4,0,29442,181050101
175,7270012,8364878,1,2,4,2,1,1,1,1,1,1,4,1,2,1,1,1,2,1,4,3,0,29442,181050101
176,7270013,8364879,1,2,4,2,1,1,1,1,1,1,4,2,2,1,2,1,2,1,3,2,0,29442,181050101
177,7270014,8364880,1,2,4,2,1,1,1,1,1,1,4,2,2,1,2,1,2,3,6,7,1,29442,181050101
178,7270015,8364882,1,2,4,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,3,2,0,29442,181050101
179,7270016,8364883,1,3,4,2,1,1,1,1,1,1,4,4,4,1,2,1,2,1,5,8,0,29442,181050101
180,7270017,8364884,1,2,4,2,1,1,1,1,1,1,4,1,2,1,2,1,2,1,6,8,1,29442,181050101
181,7270018,8364885,1,2,4,1,1,1,1,1,1,1,4,3,3,1,2,1,2,1,5,6,0,29442,181050101
182,7270019,8364886,1,1,4,1,1,1,1,1,1,1,4,2,2,1,2,1,2,1,5,5,0,29442,181050101
183,7270020,8364887,1,3,4,2,2,1,1,1,2,1,4,1,1,1,2,1,2,1,5,3,0,29442,181050101
184,7270021,8364888,1,2,4,2,1,1,1,1,2,1,4,1,1,1,2,1,2,1,5,2,0,29442,181050101
185,7270022,8364889,1,2,4,1,1,1,1,1,1,1,4,1,1,1,1,1,2,1,5,3,0,29442,181050101
186,7270023,8364890,1,2,4,2,1,1,1,1,1,2,4,1,1,1,1,1,2,4,5,2,0,29442,181050101
187,7270024,8364891,1,2,4,2,1,1,1,1,1,2,4,2,2,1,2,1,2,1,5,5,0,29442,181050101
188,7270025,8364892,1,1,4,1,1,1,1,1,1,1,4,2,2,1,2,1,2,2,4,3,0,29442,181050101
189,7270026,8364893,1,1,4,1,1,1,1,1,1,1,4,2,4,2,2,2,2,1,1,2,0,29442,181050101
190,7270027,8364895,1,1,4,1,1,1,1,1,1,1,4,3,5,1,1,1,1,1,2,4,0,29442,181050101
191,7270028,8364896,1,1,4,2,1,1,1,1,1,1,4,2,4,2,2,1,2,1,3,5,0,29442,181050101
192,7270029,8364898,1,2,4,1,1,1,1,1,1,1,4,2,4,1,2,1,2,1,1,2,0,29442,181050101
193,7270030,8364899,1,2,4,2,1,1,1,1,1,1,4,2,3,2,2,1,2,1,3,4,0,29442,181050101
194,7270031,8364900,1,2,5,2,2,1,1,1,1,1,4,2,3,1,2,1,1,1,1,1,0,29442,181050101
195,7270032,8364901,1,2,4,1,1,1,1,1,1,1,4,4,4,1,2,1,2,1,3,5,0,29442,181050101
196,7270033,8364902,1,2,4,2,2,1,1,1,1,1,4,2,3,1,2,1,2,1,5,7,0,29442,181050101
197,7270034,8364903,1,3,4,2,1,1,1,1,1,1,4,3,3,1,2,2,2,1,5,7,0,29442,181050101
198,7270035,8364904,1,3,4,2,1,1,1,1,1,1,4,3,3,1,2,1,2,1,5,6,0,29442,181050101
199,7270036,8364905,1,1,4,1,1,1,1,1,1,1,4,1,2,1,2,1,2,3,1,1,0,29442,181050101
200,7270037,8364906,1,3,8,2,1,1,1,1,1,1,4,1,1,1,2,1,2,1,6,4,1,29442,181050101
201,7270038,8364907,1,2,4,1,1,1,1,1,1,1,4,1,1,1,2,2,2,1,3,1,0,29442,181050101
202,7270039,8364908,1,2,4,1,1,1,1,1,1,1,4,2,4,1,2,1,2,1,3,4,0,29442,181050101
203,7270040,8364909,1,2,4,2,2,1,1,1,1,1,4,2,3,1,2,1,2,1,5,7,0,29442,181050101
204,7270041,8364911,1,1,4,1,1,1,1,1,1,1,4,2,3,1,1,1,2,1,3,3,0,29442,181050101
205,7270042,8364912,1,2,4,1,1,1,1,1,1,1,4,2,3,1,2,1,2,1,3,4,0,29442,181050101
206,7270043,8364913,1,2,4,1,1,1,1,1,1,1,4,1,3,1,2,1,2,1,3,3,0,29442,181050101
207,7270044,8364915,1,2,4,1,1,1,1,1,1,1,4,1,1,2,2,2,2,1,3,1,0,29442,181050101
208,7270045,8364916,1,1,4,1,1,1,1,1,1,1,3,2,3,1,2,1,2,6,1,1,0,29442,181050101
209,7270046,8364917,1,2,4,1,1,1,1,1,1,1,4,2,3,1,2,1,2,1,3,4,0,29442,181050101
210,7270047,8364918,1,2,4,1,1,1,1,1,1,1,4,2,3,1,2,1,2,1,4,5,0,29442,181050101
211,7270048,8364918,2,2,4,1,1,1,1,1,1,1,4,2,2,2,2,1,2,2,5,5,0,29442,181050101
212,7270049,8364918,3,2,4,1,1,1,1,1,1,1,4,1,1,2,2,2,2,1,3,1,0,29442,181050101
213,7270050,8364918,4,2,4,1,2,1,1,1,1,1,4,1,1,2,2,2,2,2,3,1,0,29442,181050101
214,7270051,8364918,5,3,4,2,2,1,2,0,0,0,4,1,1,2,2,1,2,1,6,5,1,29442,181050101
215,7270052,8364918,6,2,4,2,2,1,2,0,0,0,4,1,1,1,2,1,2,1,6,4,1,29442,181050101
216,7270053,8364918,7,2,4,1,1,1,1,1,1,1,4,3,3,1,1,1,2,1,5,7,0,29442,181050101
217,7270054,8364918,8,2,4,2,2,1,1,1,1,1,4,3,3,1,2,1,2,1,5,6,0,29442,181050101
218,7270055,8364918,9,2,4,1,1,1,1,1,1,1,6,2,2,2,2,1,2,2,1,1,0,29442,181050101
219,7270056,8364918,10,2,4,1,1,1,1,1,1,1,4,2,2,1,1,1,2,1,5,4,0,29442,181050101
220,7270057,8364918,11,2,4,2,2,1,1,1,1,1,4,2,2,2,2,2,2,2,5,6,0,29442,181050101
221,7270058,8364918,12,2,4,2,1,1,1,1,2,1,4,1,1,2,2,1,2,4,6,8,1,29442,181050101
222,7270059,8364918,13,2,4,1,1,1,1,1,1,1,4,2,2,1,2,2,2,2,3,2,0,29442,181050101
223,7270060,8364918,14,1,4,1,1,1,1,1,1,1,4,2,2,1,2,1,2,1,4,3,0,29442,181050101
224,7270061,8364918,15,2,4,1,1,1,1,1,1,1,4,1,1,1,2,1,2,1,5,2,0,29442,181050101
225,7270062,8364918,16,2,4,2,1,1,1,1,1,1,4,3,3,2,2,2,2,2,6,8,1,29442,181050101
226,7270063,8364919,1,2,4,2,1,1,2,0,0,0,4,1,2,2,2,1,2,2,4,3,1,29442,181050101
227,7270064,8364920,1,2,4,1,1,1,2,0,0,0,6,4,4,1,2,1,2,2,5,8,1,29442,181050101
228,7270065,8364921,1,1,1,1,1,1,1,1,1,1,4,2,4,1,2,2,1,1,1,2,0,29442,181050101
229,7270066,8364922,1,1,4,1,1,3,1,1,3,1,4,2,4,1,2,2,2,1,2,3,0,29442,181050101
230,7270067,8364923,1,1,4,1,1,6,1,2,2,1,6,2,3,2,2,1,2,4,3,3,0,29442,181050101
231,7270068,8364925,1,1,4,1,2,1,1,1,2,1,4,3,5,1,2,1,1,4,2,4,0,29442,181050101
232,7270069,8364927,1,2,4,1,1,6,1,1,2,1,4,1,3,1,2,1,2,4,1,1,0,29442,181050101
233,7270070,8364929,1,1,4,1,3,1,1,2,2,1,4,2,5,1,2,1,2,1,2,3,0,29442,181050101
234,7270071,8364930,1,1,4,1,2,1,1,1,2,1,4,1,2,1,1,1,2,1,1,1,0,29442,181050101
