,HOGAR_REF_ID,VIVIENDA_REF_ID,NHOG,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H19A,H19B,H19C,H19D,PROP,INDHAC,TOTPERS,ALGUNBI,RADIO_REF_ID,RC10
1094,7270931,8365789,1,1,4,1,1,1,1,1,2,1,4,2,2,1,2,1,1,2,3,2,0,29445,181050104
1095,7270932,8365790,1,2,4,1,1,1,1,1,2,1,4,2,2,1,2,1,1,2,3,2,0,29445,181050104
1096,7270933,8365791,1,1,4,1,1,1,1,1,2,1,4,2,2,1,2,1,2,1,3,2,0,29445,181050104
1097,7270934,8365792,1,1,4,1,1,1,1,1,2,1,4,3,3,1,1,1,1,2,3,3,0,29445,181050104
1098,7270935,8365793,1,1,4,1,1,1,1,1,2,1,4,3,4,1,1,1,1,1,1,2,0,29445,181050104
1099,7270936,8365794,1,2,4,1,1,1,1,2,2,1,4,2,3,1,2,1,2,2,3,3,0,29445,181050104
1100,7270937,8365794,2,2,4,2,1,1,1,1,2,1,4,2,3,1,1,1,2,2,3,4,0,29445,181050104
1101,7270938,8365796,1,2,4,2,1,1,1,1,2,1,6,3,3,1,2,1,2,2,4,5,0,29445,181050104
1102,7270939,8365797,1,1,4,1,1,1,1,1,2,1,4,3,4,1,1,1,1,1,2,3,0,29445,181050104
1103,7270940,8365798,1,2,4,1,1,1,1,1,2,1,4,2,3,1,2,1,2,1,2,2,0,29445,181050104
1104,7270941,8365799,1,1,4,1,1,1,1,1,2,1,4,3,4,1,2,1,1,1,1,2,0,29445,181050104
1105,7270942,8365800,1,1,1,1,1,1,1,1,2,1,4,2,3,1,2,1,2,1,1,1,0,29445,181050104
1106,7270943,8365801,1,2,4,1,1,1,1,1,2,1,4,3,4,1,2,1,2,1,3,5,0,29445,181050104
1107,7270944,8365802,1,1,4,1,1,1,1,1,2,1,4,2,3,1,2,1,1,1,2,2,0,29445,181050104
1108,7270945,8365804,1,1,4,1,1,1,1,1,2,1,4,3,9,1,1,1,2,1,3,8,0,29445,181050104
1109,7270946,8365806,1,1,4,1,1,1,1,1,2,1,4,2,4,1,2,1,2,5,1,1,0,29445,181050104
1110,7270947,8365807,1,1,4,1,1,1,1,1,2,1,4,2,2,1,2,1,2,1,1,1,0,29445,181050104
1111,7270948,8365810,1,1,4,1,1,1,1,1,2,1,4,4,6,1,2,1,1,1,2,4,0,29445,181050104
1112,7270949,8365811,1,1,4,1,1,1,1,1,2,1,4,3,4,1,2,1,2,1,1,1,0,29445,181050104
1113,7270950,8365812,1,2,4,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,3,2,0,29445,181050104
1114,7270951,8365813,1,1,4,1,1,1,1,1,1,1,4,2,3,1,1,1,2,3,2,2,0,29445,181050104
1115,7270952,8365814,1,1,4,1,1,1,1,1,2,1,4,3,5,1,2,1,2,3,1,2,0,29445,181050104
1116,7270953,8365815,1,1,4,1,1,1,1,1,2,1,4,3,5,1,1,1,2,2,3,5,0,29445,181050104
1117,7270954,8365816,1,1,4,1,1,1,1,1,2,1,4,2,4,1,1,1,2,1,2,3,0,29445,181050104
1118,7270955,8365817,1,2,4,1,1,1,1,1,2,1,4,3,3,1,2,1,2,2,5,8,0,29445,181050104
1119,7270956,8365820,1,2,4,2,1,1,1,2,2,2,4,2,2,2,2,1,2,2,5,4,0,29445,181050104
1120,7270957,8365821,1,2,4,2,1,1,1,1,2,1,4,2,3,1,2,2,2,2,1,1,0,29445,181050104
1121,7270958,8365822,1,2,4,2,1,1,1,2,2,1,4,3,3,1,2,1,2,2,4,5,0,29445,181050104
1122,7270959,8365824,1,1,4,1,1,1,1,1,2,1,4,2,3,1,1,1,2,2,4,5,0,29445,181050104
1123,7270960,8365825,1,1,4,1,1,1,1,1,2,1,4,2,4,1,2,1,1,1,1,2,0,29445,181050104
1124,7270961,8365826,1,1,4,1,1,1,1,1,2,1,4,2,2,1,2,2,2,1,1,1,0,29445,181050104
1125,7270962,8365827,1,1,4,1,1,1,1,1,2,1,4,2,4,1,2,1,2,2,1,2,0,29445,181050104
1126,7270963,8365828,1,2,4,1,1,1,1,1,2,1,4,3,4,2,1,1,2,2,3,4,0,29445,181050104
1127,7270964,8365829,1,2,4,1,2,1,2,0,0,0,4,2,2,2,2,1,2,1,3,2,1,29445,181050104
1128,7270965,8365829,2,2,4,1,1,1,1,1,2,2,4,3,5,1,2,1,2,1,1,1,0,29445,181050104
1129,7270966,8365830,1,1,4,1,1,1,1,1,2,1,4,3,5,1,1,1,2,2,2,4,0,29445,181050104
1130,7270967,8365831,1,2,4,1,1,1,1,1,2,1,4,3,4,1,2,1,2,1,5,8,0,29445,181050104
1131,7270968,8365832,1,2,4,1,1,1,1,1,2,1,4,2,2,1,2,1,2,2,6,8,1,29445,181050104
1132,7270969,8365833,1,1,4,1,1,1,1,1,2,1,4,1,1,1,1,1,2,2,5,3,0,29445,181050104
1133,7270970,8365834,1,2,4,2,1,1,1,1,2,1,4,2,2,1,2,1,2,2,3,2,0,29445,181050104
1134,7270971,8365835,1,1,4,1,1,1,1,1,2,1,4,2,3,1,2,1,2,1,1,1,0,29445,181050104
1135,7270972,8365836,1,1,4,2,1,1,1,2,2,1,4,2,2,2,2,2,2,1,6,8,1,29445,181050104
1136,7270973,8365837,1,2,4,1,1,1,1,2,2,1,4,2,3,1,2,1,2,2,2,2,0,29445,181050104
1137,7270974,8365838,1,2,6,2,1,1,1,2,2,2,4,1,2,2,2,1,2,2,5,5,0,29445,181050104
1138,7270975,8365839,1,1,4,1,1,1,1,1,2,1,4,4,4,1,1,1,2,1,2,3,0,29445,181050104
1139,7270976,8365840,1,1,4,1,1,1,1,1,2,1,4,4,6,1,1,1,2,1,2,4,0,29445,181050104
1140,7270977,8365841,1,2,4,1,1,1,1,2,2,1,4,2,2,1,2,2,2,1,3,2,0,29445,181050104
1141,7270978,8365842,1,1,4,1,1,1,1,1,2,1,4,2,4,1,2,1,2,1,1,2,0,29445,181050104
1142,7270979,8365843,1,1,4,1,1,1,1,1,2,1,4,3,4,1,1,1,2,1,3,4,0,29445,181050104
1143,7270980,8365844,1,1,4,1,1,1,1,1,2,1,4,3,4,1,1,1,1,2,3,5,0,29445,181050104
1144,7270981,8365845,1,2,4,2,1,1,1,2,2,1,4,2,2,1,2,1,2,1,3,2,0,29445,181050104
1145,7270982,8365846,1,2,6,2,2,1,1,2,2,2,4,1,1,2,2,2,2,2,3,1,0,29445,181050104
1146,7270983,8365847,1,3,6,2,2,1,1,2,2,2,7,1,1,2,2,2,2,1,3,1,0,29445,181050104
1147,7270984,8365848,1,2,4,1,1,1,1,1,2,1,4,2,3,1,2,2,1,1,2,2,0,29445,181050104
1148,7270985,8365849,1,2,4,1,1,1,1,1,2,1,4,2,4,1,2,1,2,1,2,3,0,29445,181050104
1149,7270986,8365850,1,2,4,1,1,1,1,1,2,1,4,2,3,1,2,2,2,1,2,2,0,29445,181050104
1150,7270987,8365851,1,1,4,1,1,1,1,1,2,1,4,3,5,1,1,1,1,1,2,3,0,29445,181050104
1151,7270988,8365852,1,1,4,1,1,1,1,1,2,1,4,2,3,1,1,1,2,1,3,3,0,29445,181050104
1152,7270989,8365853,1,2,4,1,1,1,1,1,2,1,4,2,3,1,2,2,1,1,2,2,0,29445,181050104
1153,7270990,8365854,1,1,4,1,1,1,1,1,2,1,4,2,5,1,2,1,2,1,2,3,0,29445,181050104
1154,7270991,8365855,1,2,4,1,1,1,1,2,2,1,4,3,3,1,1,1,1,1,4,5,0,29445,181050104
1155,7270992,8365857,1,2,4,1,1,1,1,2,2,2,4,2,3,1,2,1,2,2,3,3,0,29445,181050104
1156,7270993,8365858,1,2,4,1,1,1,2,0,0,0,4,1,1,1,2,1,2,1,5,2,1,29445,181050104
1157,7270994,8365859,1,2,4,1,2,1,2,0,0,0,4,2,2,1,2,1,2,1,5,4,1,29445,181050104
1158,7270995,8365860,1,1,4,2,1,1,1,1,2,1,4,2,2,1,2,1,2,3,5,4,0,29445,181050104
1159,7270996,8365861,1,1,4,1,1,1,1,1,2,1,4,2,2,1,2,2,2,1,4,3,0,29445,181050104
1160,7270997,8365862,1,1,4,1,1,1,1,1,2,1,4,3,4,1,1,1,2,1,3,4,0,29445,181050104
1161,7270998,8365864,1,2,4,2,1,1,2,0,0,0,4,1,1,1,2,2,2,4,6,4,1,29445,181050104
1162,7270999,8365865,1,2,4,1,1,1,1,1,1,1,4,3,4,1,1,1,1,1,4,7,0,29445,181050104
1163,7271000,8365866,1,1,4,1,1,1,1,1,1,1,4,3,5,1,1,1,2,1,3,7,0,29445,181050104
1164,7271001,8365867,1,2,4,2,1,1,1,1,1,1,4,1,1,2,2,1,2,1,5,3,0,29445,181050104
1165,7271002,8365868,1,1,4,1,1,1,1,1,2,1,4,2,3,1,1,1,1,2,4,5,0,29445,181050104
1166,7271003,8365869,1,2,4,1,1,1,1,1,2,1,4,3,5,1,1,1,2,1,2,4,0,29445,181050104
1167,7271004,8365871,1,2,4,1,1,1,1,1,2,1,4,1,2,1,2,1,2,3,4,3,0,29445,181050104
1168,7271005,8365872,1,1,4,1,1,1,1,1,2,1,4,1,2,1,1,1,1,1,3,2,0,29445,181050104
1169,7271006,8365873,1,2,4,1,1,1,1,1,2,1,4,2,4,1,2,1,2,1,2,3,0,29445,181050104
1170,7271007,8365875,1,2,4,2,1,1,1,1,2,1,4,6,9,1,2,1,2,1,3,8,0,29445,181050104
1171,7271008,8365876,1,2,4,2,1,1,1,1,2,1,4,2,2,1,2,1,2,1,5,5,0,29445,181050104
1172,7271009,8365877,1,2,4,2,1,1,1,1,2,1,4,1,2,1,2,1,2,2,1,1,0,29445,181050104
1173,7271010,8365878,1,2,4,1,1,1,1,1,2,1,4,2,3,1,2,1,2,3,5,6,0,29445,181050104
1174,7271011,8365886,1,2,4,2,2,1,1,2,2,1,4,2,3,1,2,1,2,2,4,5,0,29446,181050105
1175,7271012,8365889,1,3,4,2,2,1,2,0,0,0,4,1,1,2,2,2,2,1,6,5,1,29446,181050105
1176,7271013,8365894,1,2,4,2,1,1,1,1,2,1,4,1,2,1,2,2,2,1,3,2,0,29446,181050105
1177,7271014,8365897,1,2,4,2,1,1,1,1,2,1,4,2,2,2,2,2,2,1,6,7,1,29446,181050105
1178,7271015,8365898,1,2,4,2,1,1,1,1,2,1,4,3,4,1,2,2,2,1,3,4,1,29446,181050105
1179,7271016,8365899,1,4,4,2,1,1,1,1,3,1,4,3,5,1,2,1,2,4,3,5,0,29446,181050105
1180,7271017,8365901,1,1,4,1,1,1,1,1,2,1,6,3,4,1,2,2,1,1,1,2,0,29446,181050105
1181,7271018,8365902,1,2,4,1,1,1,1,1,1,1,3,2,4,1,2,2,1,4,1,1,0,29446,181050105
1182,7271019,8365903,1,2,4,2,1,1,1,1,2,1,3,1,2,2,2,1,2,1,3,2,0,29446,181050105
1183,7271020,8365904,1,1,4,1,1,1,1,1,2,1,4,2,3,1,2,1,2,2,3,4,0,29446,181050105
1184,7271021,8365905,1,3,7,2,3,1,2,0,0,0,3,1,1,2,2,1,2,1,6,7,1,29446,181050105
1185,7271022,8365906,1,2,4,2,1,1,2,0,0,0,6,1,1,2,2,1,2,4,3,1,1,29446,181050105
1186,7271023,8365907,1,2,4,2,1,1,1,1,2,1,3,2,3,1,2,2,2,2,3,4,0,29446,181050105
1187,7271024,8365910,1,3,4,2,1,1,2,0,0,0,3,1,1,2,2,1,2,1,5,3,1,29446,181050105
1188,7271025,8365911,1,2,4,2,1,1,1,1,2,1,4,2,2,2,2,1,2,1,1,1,0,29446,181050105
1189,7271026,8365912,1,1,4,2,1,1,1,2,2,1,3,3,4,1,2,1,2,2,5,8,0,29446,181050105
1190,7271027,8365913,1,2,6,2,3,1,1,2,2,1,6,2,3,1,2,1,2,2,5,6,0,29446,181050105
1191,7271028,8365914,1,2,4,2,1,1,1,2,2,1,4,2,3,1,1,1,2,2,4,5,0,29446,181050105
1192,7271029,8365914,2,2,4,2,1,1,1,2,2,1,3,1,2,1,2,1,2,1,4,3,0,29446,181050105
1193,7271030,8365914,3,3,6,2,2,1,1,2,2,1,4,1,2,1,2,1,2,1,5,5,0,29446,181050105
1194,7271031,8365914,4,2,4,2,2,1,1,2,2,1,3,1,1,2,2,1,2,4,5,3,0,29446,181050105
1195,7271032,8365915,1,2,4,2,1,1,1,1,2,1,4,1,2,1,2,1,2,1,5,4,0,29446,181050105
1196,7271033,8365916,1,2,4,2,1,1,1,1,2,1,3,4,5,1,2,1,2,2,4,8,0,29446,181050105
1197,7271034,8365917,1,2,4,2,1,1,1,1,2,1,4,1,1,1,2,1,2,4,6,4,1,29446,181050105
1198,7271035,8365918,1,3,6,2,3,1,2,0,0,0,6,1,1,2,2,2,2,1,5,2,1,29446,181050105
1199,7271036,8365919,1,2,4,1,1,1,1,2,2,1,6,1,1,1,2,2,2,1,3,1,0,29446,181050105
1200,7271037,8365920,1,2,4,2,1,1,1,1,2,1,4,1,2,1,2,1,2,1,5,4,0,29446,181050105
1201,7271038,8365921,1,3,4,2,3,1,2,0,0,0,6,1,1,2,2,2,2,1,3,1,1,29446,181050105
1202,7271039,8365922,1,2,6,2,1,1,1,2,2,1,4,3,4,1,2,2,2,2,1,2,0,29446,181050105
1203,7271040,8365923,1,2,4,2,1,1,1,1,1,1,4,3,5,1,2,1,2,1,1,2,0,29446,181050105
1204,7271041,8365924,1,2,4,1,1,1,1,1,2,1,4,2,2,1,2,1,2,3,4,3,0,29446,181050105
1205,7271042,8365925,1,2,6,2,1,1,1,2,2,2,4,1,1,2,2,2,2,4,3,1,0,29446,181050105
1206,7271043,8365926,1,2,4,2,1,1,1,1,3,1,4,1,2,1,2,1,2,1,4,3,0,29446,181050105
1207,7271044,8365927,1,2,4,2,1,1,1,1,2,1,4,2,3,1,2,1,2,1,2,2,0,29446,181050105
1208,7271045,8365927,2,2,4,2,1,1,1,2,2,1,4,1,2,2,2,2,2,1,6,8,1,29446,181050105
1209,7271046,8365928,1,2,1,2,1,1,1,2,2,2,4,1,1,2,2,2,2,2,3,1,0,29446,181050105
1210,7271047,8365928,2,3,4,2,1,1,2,0,0,0,4,1,1,2,2,1,2,1,5,2,1,29446,181050105
1211,7271048,8365928,3,2,4,1,2,1,1,2,2,1,4,1,1,1,2,1,2,1,5,2,0,29446,181050105
1212,7271049,8365929,1,2,4,1,1,1,1,1,2,1,4,3,5,1,2,1,2,1,3,6,0,29446,181050105
1213,7271050,8365929,2,1,4,1,1,1,1,1,2,1,4,2,3,1,1,1,1,1,3,3,0,29446,181050105
1214,7271051,8365930,1,1,5,2,1,1,1,1,2,1,4,2,2,1,2,1,2,2,1,1,0,29446,181050105
1215,7271052,8365930,2,2,4,2,1,1,1,1,2,1,3,3,5,1,1,1,1,1,3,6,0,29446,181050105
1216,7271053,8365931,1,1,4,1,1,1,1,1,2,1,4,2,3,1,1,1,1,2,5,6,0,29446,181050105
1217,7271054,8365931,2,2,6,2,1,1,1,2,1,1,4,2,2,1,2,1,2,2,5,6,1,29446,181050105
1218,7271055,8365932,1,3,4,2,1,1,2,0,0,0,6,1,1,2,2,2,2,1,3,1,1,29446,181050105
1219,7271056,8365933,1,1,4,2,1,1,1,1,2,1,4,1,1,1,2,1,2,1,6,4,1,29446,181050105
1220,7271057,8365934,1,1,4,2,1,1,1,2,2,1,4,3,3,1,2,2,2,2,3,4,0,29446,181050105
1221,7271058,8365935,1,2,7,2,1,1,1,1,2,1,4,2,3,1,2,1,2,2,1,1,0,29446,181050105
1222,7271059,8365936,1,2,6,2,1,1,1,1,2,1,4,1,2,2,2,2,2,1,1,1,0,29446,181050105
1223,7271060,8365937,1,2,4,1,1,1,1,1,2,1,4,1,1,1,2,1,2,1,6,5,1,29446,181050105
1224,7271061,8365938,1,2,4,2,1,1,1,2,2,1,4,1,1,2,2,1,2,1,6,6,1,29446,181050105
1225,7271062,8365939,1,3,4,1,1,1,1,1,2,1,4,2,3,1,2,1,2,1,5,7,0,29446,181050105
1226,7271063,8365942,1,1,4,1,1,1,1,1,2,1,4,3,3,1,2,1,1,1,4,5,0,29446,181050105
1227,7271064,8365943,1,1,4,1,1,1,1,1,2,1,6,3,4,1,2,1,1,2,3,4,0,29446,181050105
1228,7271065,8365944,1,3,7,1,1,1,1,1,3,1,4,2,3,1,2,1,1,4,2,2,0,29446,181050105
1229,7271066,8365945,1,2,4,2,1,1,1,1,2,1,4,2,3,1,2,2,1,1,2,2,0,29446,181050105
1230,7271067,8365946,1,2,4,1,1,1,1,1,2,1,6,3,3,1,2,1,2,2,4,5,0,29446,181050105
1231,7271068,8365947,1,2,4,2,1,1,1,2,2,1,4,1,1,1,2,1,2,1,6,4,1,29446,181050105
1232,7271069,8365948,1,2,4,1,2,1,1,1,2,2,4,3,5,1,1,1,2,1,3,6,0,29446,181050105
1233,7271070,8365948,2,2,4,1,1,1,1,1,2,2,4,2,3,1,2,2,2,1,3,3,0,29446,181050105
1234,7271071,8365949,1,1,4,1,1,1,1,1,2,1,4,4,5,1,2,1,2,2,4,8,0,29446,181050105
1235,7271072,8365950,1,2,4,1,1,1,1,1,2,1,4,4,5,1,2,1,2,2,3,7,0,29446,181050105
1236,7271073,8365951,1,2,4,2,1,1,1,2,3,1,4,1,2,1,2,2,2,4,5,6,0,29446,181050105
1237,7271074,8365952,1,1,4,1,1,1,1,1,2,1,4,3,5,1,2,1,1,1,2,3,0,29446,181050105
1238,7271075,8365956,1,2,4,2,1,1,1,1,2,1,4,1,1,1,2,1,2,2,5,2,0,29446,181050105
1239,7271076,8365957,1,1,4,1,1,1,1,2,2,1,4,2,3,2,2,2,2,1,3,4,0,29446,181050105
1240,7271077,8365958,1,2,4,1,1,1,1,1,2,1,4,1,1,1,2,1,2,1,3,1,0,29446,181050105
1241,7271078,8365959,1,2,4,1,1,1,1,1,2,1,4,3,3,1,2,1,2,2,3,4,0,29446,181050105
1242,7271079,8365960,1,1,4,1,1,1,1,1,2,1,4,2,4,1,2,1,2,1,3,4,0,29446,181050105
1243,7271080,8365961,1,2,4,1,1,1,2,0,0,0,6,1,1,2,2,2,2,5,3,1,1,29446,181050105
1244,7271081,8365962,1,2,4,1,1,1,1,1,2,1,4,1,1,1,2,1,2,1,5,2,0,29446,181050105
1245,7271082,8365963,1,2,4,1,1,1,1,1,2,1,4,2,4,1,2,1,1,2,3,4,0,29446,181050105
1246,7271083,8365963,2,2,4,1,1,1,1,1,2,1,4,3,3,1,2,2,2,1,5,7,0,29446,181050105
1247,7271084,8365964,1,2,4,2,1,1,1,1,2,1,4,1,1,2,2,2,2,1,5,3,0,29446,181050105
1248,7271085,8365964,2,3,5,2,1,1,1,2,2,1,3,2,2,1,2,1,2,2,4,3,0,29446,181050105
1249,7271086,8365965,1,2,4,2,1,1,1,2,2,1,4,2,2,1,2,1,2,1,5,5,0,29446,181050105
1250,7271087,8365966,1,2,4,2,1,1,1,1,2,1,4,2,2,1,2,1,1,1,3,2,0,29446,181050105
1251,7271088,8365967,1,2,4,1,1,1,1,1,2,2,4,4,4,1,1,1,2,1,4,6,0,29446,181050105
1252,7271089,8365967,2,2,4,1,1,1,1,1,2,2,4,1,2,1,1,1,2,6,4,3,0,29446,181050105
1253,7271090,8365970,1,2,4,1,1,1,1,1,2,1,4,2,2,1,2,1,2,2,1,1,0,29446,181050105
1254,7271091,8365974,1,2,4,1,1,1,1,1,2,1,4,3,4,1,2,2,2,1,1,2,0,29446,181050105
1255,7271092,8365976,1,2,4,1,1,1,1,1,1,1,4,3,4,1,2,1,2,3,1,2,0,29446,181050105
1256,7271093,8365977,1,1,4,1,1,1,1,1,1,1,4,3,4,1,2,1,2,1,4,6,0,29446,181050105
1257,7271094,8365978,1,2,4,2,1,1,1,1,2,1,4,2,2,1,2,2,2,3,4,3,0,29446,181050105
1258,7271095,8365979,1,3,4,2,1,1,1,2,2,1,4,1,2,2,2,1,2,1,5,6,0,29446,181050105
1259,7271096,8365980,1,2,4,2,2,1,1,2,3,1,6,3,3,1,2,1,2,1,4,5,0,29446,181050105
1260,7271097,8365981,1,2,4,1,1,1,1,1,2,1,4,1,1,1,2,1,2,1,5,3,0,29446,181050105
1261,7271098,8365982,1,3,4,2,2,1,1,2,3,1,3,1,1,2,2,1,2,1,5,3,1,29446,181050105
1262,7271099,8365983,1,3,4,2,1,1,1,2,2,1,3,3,3,1,2,1,2,1,5,8,0,29446,181050105
1263,7271100,8365984,1,3,6,2,1,1,1,2,1,1,3,1,2,2,2,2,2,1,1,1,1,29446,181050105
1264,7271101,8365985,1,2,4,2,1,1,1,1,1,1,4,2,2,1,2,1,2,2,6,7,1,29446,181050105
1265,7271102,8365986,1,2,4,2,1,1,1,1,1,1,3,3,3,1,2,1,2,2,5,8,0,29446,181050105
1266,7271103,8365987,1,2,4,2,1,1,1,1,3,1,4,1,1,1,2,1,2,2,5,3,0,29446,181050105
1267,7271104,8365988,1,1,4,2,1,1,1,2,3,1,4,1,2,1,2,2,2,2,4,3,0,29446,181050105
1268,7271105,8365989,1,2,4,2,2,1,1,2,3,1,4,2,2,1,2,2,2,2,3,2,0,29446,181050105
1269,7271106,8365990,1,2,4,1,1,1,1,1,3,1,4,2,3,1,2,1,2,1,4,5,0,29446,181050105
1270,7271107,8365991,1,3,4,2,2,1,1,2,2,1,4,1,2,1,2,2,2,1,5,5,0,29446,181050105
1271,7271108,8365992,1,1,4,1,1,1,1,1,1,1,4,2,3,1,2,1,2,1,2,2,0,29446,181050105
1272,7271109,8365993,1,1,4,2,1,1,1,1,1,1,4,2,3,1,2,2,2,2,2,2,1,29446,181050105
1273,7271110,8365994,1,3,4,2,1,1,1,1,1,1,4,2,2,1,2,1,2,1,6,8,1,29446,181050105
1274,7271111,8365995,1,2,4,1,1,1,1,1,2,1,4,2,3,1,2,1,2,1,3,4,0,29446,181050105
1275,7271112,8365996,1,1,4,1,1,1,1,1,2,2,4,5,6,1,2,1,2,2,1,3,0,29446,181050105
1276,7271113,8365996,2,1,4,1,1,1,1,1,2,2,4,5,6,1,2,1,2,1,1,3,0,29446,181050105
1277,7271114,8365997,1,2,4,1,1,1,1,1,2,1,4,2,4,1,2,1,1,2,1,2,0,29446,181050105
1278,7271115,8365998,1,2,4,1,1,1,1,1,2,1,4,2,4,1,2,1,2,2,2,3,0,29446,181050105
1279,7271116,8365999,1,2,4,1,1,1,1,1,2,1,4,2,4,1,2,1,2,4,2,3,0,29446,181050105
1280,7271117,8366000,1,2,4,1,1,1,1,2,2,1,4,2,4,1,2,1,2,2,3,4,0,29446,181050105
1281,7271118,8366001,1,2,4,1,3,1,1,2,3,1,6,1,1,2,2,2,2,1,3,1,0,29446,181050105
1282,7271119,8366003,1,2,4,1,1,1,1,1,2,1,4,2,4,2,2,1,2,1,1,1,0,29446,181050105
1283,7271120,8366004,1,2,4,2,1,1,1,1,2,1,4,2,3,1,1,1,2,1,3,4,0,29446,181050105
1284,7271121,8366005,1,1,4,1,1,1,1,1,2,1,4,3,6,1,1,1,2,1,2,4,0,29446,181050105
1285,7271122,8366006,1,2,4,1,1,1,1,2,3,1,4,2,3,1,2,1,2,1,5,6,0,29446,181050105
1286,7271123,8366007,1,1,4,1,1,1,1,1,2,1,4,1,3,1,1,1,2,2,3,4,0,29446,181050105
1287,7271124,8366008,1,2,4,2,2,1,1,2,3,1,4,3,4,1,2,1,2,2,3,5,1,29446,181050105
1288,7271125,8366009,1,2,4,1,1,1,1,1,2,1,4,3,5,1,1,1,2,2,4,8,0,29446,181050105
1289,7271126,8366010,1,2,4,1,1,1,1,1,2,1,4,1,3,1,1,1,2,2,3,4,0,29446,181050105
1290,7271127,8366011,1,2,4,1,1,1,1,1,2,1,4,1,2,2,2,1,2,2,4,3,0,29446,181050105
1291,7271128,8366013,1,2,4,1,3,1,2,0,0,0,4,1,2,1,2,1,2,3,5,4,1,29446,181050105
1292,7271129,8366014,1,2,4,1,1,1,1,1,2,1,4,2,4,1,2,1,2,1,1,2,0,29446,181050105
1293,7271130,8366015,1,2,4,1,1,1,1,1,2,1,4,2,3,1,2,1,2,2,3,4,0,29446,181050105
1294,7271131,8366016,1,1,4,2,1,1,1,1,2,1,4,3,6,1,2,1,2,1,3,6,0,29446,181050105
1295,7271132,8366017,1,2,4,1,1,1,1,1,2,1,4,4,5,1,1,1,1,1,2,3,0,29446,181050105
1296,7271133,8366019,1,2,4,2,2,1,1,2,2,1,4,1,2,2,2,1,2,1,5,4,1,29446,181050105
1297,7271134,8366020,1,1,4,1,1,1,1,1,2,1,4,2,4,1,1,1,2,1,2,3,0,29446,181050105
1298,7271135,8366021,1,1,4,1,1,1,1,2,3,1,4,3,4,2,2,1,2,4,1,1,0,29446,181050105
1299,7271136,8366022,1,2,4,2,1,1,1,1,2,1,4,2,3,1,2,1,2,2,3,4,0,29446,181050105
1300,7271137,8366023,1,2,4,2,1,1,1,1,2,1,4,2,2,1,2,2,2,2,6,8,1,29446,181050105
1301,7271138,8366024,1,2,4,2,1,1,1,1,2,2,4,1,2,1,2,1,2,1,1,1,0,29446,181050105
1302,7271139,8366024,2,2,4,2,2,1,1,1,2,2,4,1,2,1,2,1,2,2,1,1,0,29446,181050105
1303,7271140,8366025,1,2,4,1,1,1,1,1,2,1,4,2,3,1,2,1,2,2,2,2,0,29446,181050105
1304,7271141,8366026,1,2,4,1,1,1,1,1,2,1,4,1,4,1,2,2,2,1,1,2,0,29446,181050105
1305,7271142,8366026,2,2,4,1,1,1,1,1,2,1,4,1,1,2,2,1,2,4,6,4,1,29446,181050105
1306,7271143,8366027,1,3,4,2,1,1,1,2,2,1,4,1,1,2,2,1,2,4,6,5,1,29446,181050105
1307,7271144,8366028,1,2,4,1,1,1,1,1,2,1,4,1,2,1,2,1,2,2,3,2,0,29446,181050105
1308,7271145,8366029,1,1,4,1,1,1,1,1,2,1,4,2,5,1,2,1,2,2,2,4,0,29446,181050105
1309,7271146,8366030,1,2,4,1,1,1,1,2,3,1,4,1,2,1,2,1,2,2,4,3,0,29446,181050105
1310,7271147,8366031,1,2,4,2,1,1,1,1,2,1,4,2,3,1,1,1,2,2,5,6,0,29446,181050105
1311,7271148,8366032,1,1,4,1,1,1,1,1,2,1,4,2,3,1,2,1,2,2,5,6,0,29446,181050105
1312,7271149,8366033,1,1,4,1,1,1,1,1,2,1,4,2,2,1,2,1,1,1,3,2,0,29446,181050105
1313,7271150,8366033,2,1,4,1,2,1,1,1,2,2,4,1,1,2,2,1,2,2,6,4,1,29446,181050105
1314,7271151,8366033,3,1,4,1,2,1,1,1,2,2,4,1,1,2,2,2,2,3,5,3,0,29446,181050105
1315,7271152,8366037,1,3,4,2,1,1,1,2,3,1,4,2,2,1,2,1,2,1,5,4,0,29446,181050105
1316,7271153,8366038,1,3,4,2,1,1,1,2,4,1,6,3,5,1,2,1,2,2,3,5,0,29446,181050105
1317,7271154,8366039,1,3,4,2,1,1,1,2,3,1,4,1,3,1,2,2,1,2,3,3,0,29446,181050105
1318,7271155,8366040,1,1,4,1,1,1,1,1,2,1,4,2,4,1,2,1,2,2,1,2,0,29446,181050105
1319,7271156,8366041,1,2,4,2,1,1,1,1,2,1,4,3,4,1,2,1,2,2,3,4,0,29446,181050105
1320,7271157,8366042,1,1,4,1,1,1,1,1,2,1,4,3,4,1,2,1,2,1,3,4,0,29446,181050105
1321,7271158,8366043,1,2,4,1,1,1,1,1,2,2,4,2,3,1,2,1,2,2,5,8,0,29446,181050105
1322,7271159,8366044,1,2,4,2,2,1,2,0,0,0,4,3,3,2,2,1,2,1,5,6,1,29446,181050105
1323,7271160,8366045,1,2,4,2,2,1,1,1,2,2,4,2,2,1,2,1,2,1,6,7,1,29446,181050105
1324,7271161,8366046,1,2,4,1,1,1,1,1,2,2,4,3,5,1,2,1,2,1,3,7,1,29446,181050105
